species	gene	accession	length_aa	description
Apis_mellifera	LOC113218524	XP_026298031.1	330	XP_026298031.1 39S ribosomal protein L39, mitochondrial [Apis mellifera]
Apis_mellifera	LOC113218530	XP_026301816.1	263	XP_026301816.1 uncharacterized protein LOC113218530 [Apis mellifera]
Apis_mellifera	LOC113218531	XP_026301411.1	229	XP_026301411.1 uncharacterized protein LOC113218531 [Apis mellifera]
Apis_mellifera	LOC113218532	XP_026300446.1	543	XP_026300446.1 protein bowel-like [Apis mellifera]
Apis_mellifera	LOC113218533	XP_026294766.1	406	XP_026294766.1 odorant receptor 4-like [Apis mellifera]
Apis_mellifera	LOC113218534	XP_026300996.1	359	XP_026300996.1 GDP-fucose protein O-fucosyltransferase 2 [Apis mellifera]
Apis_mellifera	LOC113218537	XP_026300981.1	99	XP_026300981.1 transcription factor 4 [Apis mellifera]
Apis_mellifera	LOC113218538	XP_026295844.1	158	XP_026295844.1 uncharacterized protein LOC113218538 [Apis mellifera]
Apis_mellifera	LOC113218539	XP_026298624.1	337	XP_026298624.1 galectin-8-like isoform X1 [Apis mellifera]
Apis_mellifera	LOC113218540	XP_026300967.1	188	XP_026300967.1 uncharacterized protein LOC113218540 [Apis mellifera]
Apis_mellifera	LOC113218541	XP_026300642.1	143	XP_026300642.1 uncharacterized protein LOC113218541 [Apis mellifera]
Apis_mellifera	LOC113218543	XP_026298587.1	231	XP_026298587.1 uncharacterized protein LOC113218543 isoform X1 [Apis mellifera]
Apis_mellifera	LOC113218544	XP_026298819.1	266	XP_026298819.1 protein PFC0760c-like isoform X1 [Apis mellifera]
Apis_mellifera	LOC113218545	XP_026299156.1	495	XP_026299156.1 ras-interacting protein RIP3-like [Apis mellifera]
Apis_mellifera	LOC113218546	XP_026296278.1	134	XP_026296278.1 uncharacterized protein LOC113218546 [Apis mellifera]
Apis_mellifera	LOC113218548	XP_026300628.1	570	XP_026300628.1 cilia- and flagella-associated protein 251-like isoform X1 [Apis mellifera]
Apis_mellifera	LOC113218550	XP_026301814.1	147	XP_026301814.1 uncharacterized protein LOC113218550 [Apis mellifera]
Apis_mellifera	LOC113218551	XP_026294945.1	216	XP_026294945.1 uncharacterized protein LOC113218551 isoform X1 [Apis mellifera]
Apis_mellifera	LOC113218554	XP_026295200.1	934	XP_026295200.1 zinc finger protein 708-like [Apis mellifera]
Apis_mellifera	LOC113218555	XP_026295411.1	142	XP_026295411.1 uncharacterized protein LOC113218555 [Apis mellifera]
Apis_mellifera	LOC113218556	XP_026295534.1	483	XP_026295534.1 glutamic acid-rich protein-like [Apis mellifera]
Apis_mellifera	LOC113218558	XP_026296173.1	321	XP_026296173.1 acyl-CoA Delta(11) desaturase-like [Apis mellifera]
Apis_mellifera	LOC113218559	XP_026296477.1	441	XP_026296477.1 solute carrier family 52, riboflavin transporter, member 3-A-like [Apis mellifera]
Apis_mellifera	LOC113218560	XP_026296510.1	257	XP_026296510.1 proteasome subunit alpha type-4-like [Apis mellifera]
Apis_mellifera	LOC113218561	XP_026297073.1	967	XP_026297073.1 cytoplasmic dynein 2 heavy chain 1-like [Apis mellifera]
Apis_mellifera	LOC113218562	XP_026297101.1	258	XP_026297101.1 trypsin-7-like [Apis mellifera]
Apis_mellifera	LOC113218563	XP_026297143.1	106	XP_026297143.1 uncharacterized protein LOC113218563 [Apis mellifera]
Apis_mellifera	LOC113218565	XP_026297188.1	675	XP_026297188.1 uncharacterized protein LOC113218565 [Apis mellifera]
Apis_mellifera	LOC113218566	XP_026297475.1	212	XP_026297475.1 ER lumen protein-retaining receptor [Apis mellifera]
Apis_mellifera	LOC113218567	XP_026297571.1	247	XP_026297571.1 CCR4-NOT transcription complex subunit 6-like isoform X1 [Apis mellifera]
Apis_mellifera	LOC113218568	XP_026297948.1	457	XP_026297948.1 protein yellow-like [Apis mellifera]
Apis_mellifera	LOC113218569	XP_026298350.1	618	XP_026298350.1 sodium-coupled monocarboxylate transporter 1-like [Apis mellifera]
Apis_mellifera	LOC113218570	XP_026298487.1	155	XP_026298487.1 peroxisome biogenesis factor 10-like [Apis mellifera]
Apis_mellifera	LOC113218571	XP_026298719.1	739	XP_026298719.1 hydrocephalus-inducing protein-like [Apis mellifera]
Apis_mellifera	LOC113218572	XP_026299158.1	142	XP_026299158.1 uncharacterized protein LOC113218572 [Apis mellifera]
Apis_mellifera	LOC113218574	XP_026300424.1	261	XP_026300424.1 mucin-2-like [Apis mellifera]
Apis_mellifera	LOC113218575	XP_026300487.1	314	XP_026300487.1 neprilysin-1-like [Apis mellifera]
Apis_mellifera	LOC113218576	XP_026300525.1	156	XP_026300525.1 lysozyme-like [Apis mellifera]
Apis_mellifera	LOC113218579	XP_026300979.1	154	XP_026300979.1 uncharacterized protein LOC113218579 [Apis mellifera]
Apis_mellifera	LOC113218580	XP_026301084.1	650	XP_026301084.1 protein PTCD3 homolog, mitochondrial-like isoform X1 [Apis mellifera]
Apis_mellifera	LOC113218582	XP_026302292.1	90	XP_026302292.1 28S ribosomal protein S9, mitochondrial-like [Apis mellifera]
Apis_mellifera	LOC113218586	XP_026294744.1	123	XP_026294744.1 uncharacterized protein LOC113218586 [Apis mellifera]
Apis_mellifera	LOC113218590	XP_026294802.1	156	XP_026294802.1 low molecular weight phosphotyrosine protein phosphatase-like [Apis mellifera]
Apis_mellifera	LOC113218594	XP_026294818.1	658	XP_026294818.1 uncharacterized protein LOC113218594, partial [Apis mellifera]
Apis_mellifera	LOC113218595	XP_026294821.1	120	XP_026294821.1 uncharacterized protein LOC113218595 [Apis mellifera]
Apis_mellifera	LOC113218597	XP_026294833.1	125	XP_026294833.1 protamine-like [Apis mellifera]
Apis_mellifera	LOC113218599	XP_026294886.1	215	XP_026294886.1 uncharacterized protein LOC113218599 isoform X1 [Apis mellifera]
Apis_mellifera	LOC113218602	XP_026294907.1	414	XP_026294907.1 uncharacterized protein LOC113218602 isoform X1 [Apis mellifera]
Apis_mellifera	LOC113218604	XP_026294934.1	172	XP_026294934.1 phosphatidylinositol 4-phosphate 5-kinase 7-like [Apis mellifera]
Apis_mellifera	LOC113218605	XP_026294964.1	669	XP_026294964.1 glutamic acid-rich protein-like isoform X1 [Apis mellifera]
Apis_mellifera	LOC113218609	XP_026294993.1	111	XP_026294993.1 histone-lysine N-methyltransferase SETMAR-like, partial [Apis mellifera]
Apis_mellifera	LOC113218616	XP_026295147.1	172	XP_026295147.1 uncharacterized protein LOC113218616 [Apis mellifera]
Apis_mellifera	LOC113218618	XP_026295214.1	80	XP_026295214.1 protein tramtrack, beta isoform-like [Apis mellifera]
Apis_mellifera	LOC113218623	XP_026295229.1	87	XP_026295229.1 uncharacterized protein LOC113218623 [Apis mellifera]
Apis_mellifera	LOC113218627	XP_026295302.1	204	XP_026295302.1 uncharacterized protein LOC113218627 [Apis mellifera]
Apis_mellifera	LOC113218630	XP_026295315.1	57	XP_026295315.1 up-regulated during skeletal muscle growth protein 5-like [Apis mellifera]
Apis_mellifera	LOC113218635	XP_026295388.1	1198	XP_026295388.1 nuclear transcription factor Y subunit gamma-like [Apis mellifera]
Apis_mellifera	LOC113218636	XP_026295390.1	109	XP_026295390.1 uncharacterized protein LOC113218636 [Apis mellifera]
Apis_mellifera	LOC113218638	XP_026295423.1	140	XP_026295423.1 uncharacterized protein LOC113218638 [Apis mellifera]
Apis_mellifera	LOC113218639	XP_026295428.1	284	XP_026295428.1 uncharacterized protein LOC113218639 [Apis mellifera]
Apis_mellifera	LOC113218640	XP_026295436.1	143	XP_026295436.1 protein bric-a-brac 1-like [Apis mellifera]
Apis_mellifera	LOC113218647	XP_026295462.1	852	XP_026295462.1 gamma-aminobutyric acid type B receptor subunit 1 [Apis mellifera]
Apis_mellifera	LOC113218650	XP_026295464.1	105	XP_026295464.1 uncharacterized protein LOC113218650 [Apis mellifera]
Apis_mellifera	LOC113218652	XP_026295496.1	101	XP_026295496.1 histone-lysine N-methyltransferase SETMAR-like, partial [Apis mellifera]
Apis_mellifera	LOC113218653	XP_026295497.1	432	XP_026295497.1 origin recognition complex subunit 5 [Apis mellifera]
Apis_mellifera	LOC113218659	XP_026295531.1	137	XP_026295531.1 uncharacterized protein LOC113218659 [Apis mellifera]
Apis_mellifera	LOC113218662	XP_026295532.1	863	XP_026295532.1 LOW QUALITY PROTEIN: uncharacterized protein LOC113218662 [Apis mellifera]
Apis_mellifera	LOC113218664	XP_026295560.1	894	XP_026295560.1 putative uncharacterized protein DDB_G0282499 [Apis mellifera]
Apis_mellifera	LOC113218665	XP_026295564.1	315	XP_026295564.1 plectin-like [Apis mellifera]
Apis_mellifera	LOC113218670	XP_026295630.1	697	XP_026295630.1 cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 isoform X1 [Apis mellifera]
Apis_mellifera	LOC113218672	XP_026295663.1	79	XP_026295663.1 uncharacterized protein LOC113218672 [Apis mellifera]
Apis_mellifera	LOC113218709	XP_026295778.1	447	XP_026295778.1 inactive peptidyl-prolyl cis-trans isomerase FKBP6 isoform X1 [Apis mellifera]
Apis_mellifera	LOC113218712	XP_026295806.1	178	XP_026295806.1 LOW QUALITY PROTEIN: acyl-CoA Delta(11) desaturase-like [Apis mellifera]
Apis_mellifera	LOC113218713	XP_026295813.1	188	XP_026295813.1 structural maintenance of chromosomes protein 1A-like [Apis mellifera]
Apis_mellifera	LOC113218714	XP_026295818.1	1227	XP_026295818.1 putative histone-lysine N-methyltransferase 1, partial [Apis mellifera]
Apis_mellifera	LOC113218716	XP_026295854.1	140	XP_026295854.1 protein C19orf12 homolog isoform X1 [Apis mellifera]
Apis_mellifera	LOC113218719	XP_026295910.1	99	XP_026295910.1 uncharacterized protein LOC113218719 [Apis mellifera]
Apis_mellifera	LOC113218723	XP_026295945.1	1089	XP_026295945.1 fibrous sheath CABYR-binding protein-like [Apis mellifera]
Apis_mellifera	LOC113218730	XP_026295987.1	907	XP_026295987.1 myb-like protein D [Apis mellifera]
Apis_mellifera	LOC113218735	XP_026296030.1	122	XP_026296030.1 uncharacterized protein LOC113218735 [Apis mellifera]
Apis_mellifera	LOC113218736	XP_026296061.1	141	XP_026296061.1 structural maintenance of chromosomes protein 1B-like [Apis mellifera]
Apis_mellifera	LOC113218737	XP_026296070.1	704	XP_026296070.1 uncharacterized protein LOC113218737 [Apis mellifera]
Apis_mellifera	LOC113218738	XP_026296122.1	303	XP_026296122.1 uncharacterized protein LOC113218738 [Apis mellifera]
Apis_mellifera	LOC113218745	XP_026296204.1	553	XP_026296204.1 ankyrin-3-like isoform X1 [Apis mellifera]
Apis_mellifera	LOC113218746	XP_026296208.1	415	XP_026296208.1 jmjC domain-containing protein 5-like isoform X1 [Apis mellifera]
Apis_mellifera	LOC113218751	XP_026296279.1	105	XP_026296279.1 uncharacterized protein LOC113218751 [Apis mellifera]
Apis_mellifera	LOC113218757	XP_026296343.1	246	XP_026296343.1 proteasome subunit alpha type-6-like [Apis mellifera]
Apis_mellifera	LOC113218759	XP_026296346.1	205	XP_026296346.1 uncharacterized protein LOC113218759 [Apis mellifera]
Apis_mellifera	LOC113218760	XP_026296356.1	242	XP_026296356.1 probable galactose-1-phosphate uridylyltransferase [Apis mellifera]
Apis_mellifera	LOC113218762	XP_026296395.1	109	XP_026296395.1 uncharacterized protein LOC113218762 [Apis mellifera]
Apis_mellifera	LOC113218763	XP_026296396.1	82	XP_026296396.1 uncharacterized aarF domain-containing protein kinase 2-like [Apis mellifera]
Apis_mellifera	LOC113218765	XP_026296415.1	258	XP_026296415.1 uncharacterized protein LOC113218765 [Apis mellifera]
Apis_mellifera	LOC113218767	XP_026296430.1	85	XP_026296430.1 general odorant-binding protein 71, partial [Apis mellifera]
Apis_mellifera	LOC113218771	XP_026296491.1	182	XP_026296491.1 uncharacterized protein LOC113218771 [Apis mellifera]
Apis_mellifera	LOC113218772	XP_026296503.1	88	XP_026296503.1 molybdopterin synthase sulfur carrier subunit [Apis mellifera]
Apis_mellifera	LOC113218774	XP_026296511.1	547	XP_026296511.1 uncharacterized protein LOC113218774 [Apis mellifera]
Apis_mellifera	LOC113218775	XP_026296515.1	221	XP_026296515.1 LOW QUALITY PROTEIN: uncharacterized protein LOC113218775 [Apis mellifera]
Apis_mellifera	LOC113218779	XP_026296602.1	287	XP_026296602.1 70 kDa peptidyl-prolyl isomerase-like [Apis mellifera]
Apis_mellifera	LOC113218781	XP_026296616.1	137	XP_026296616.1 uncharacterized protein KIAA1143 homolog [Apis mellifera]
Apis_mellifera	LOC113218784	XP_026296654.1	431	XP_026296654.1 leucine-rich repeat transmembrane neuronal protein 4-like [Apis mellifera]
Apis_mellifera	LOC113218785	XP_026296659.1	303	XP_026296659.1 LOW QUALITY PROTEIN: uncharacterized protein LOC113218785, partial [Apis mellifera]
Apis_mellifera	LOC113218786	XP_026296660.1	311	XP_026296660.1 splicing regulatory glutamine/lysine-rich protein 1-like [Apis mellifera]
Apis_mellifera	LOC113218787	XP_026296667.1	101	XP_026296667.1 uncharacterized protein LOC113218787, partial [Apis mellifera]
Apis_mellifera	LOC113218788	XP_026296683.1	851	XP_026296683.1 zinc finger protein 567-like [Apis mellifera]
Apis_mellifera	LOC113218789	XP_026296686.1	130	XP_026296686.1 uncharacterized protein LOC113218789 [Apis mellifera]
Apis_mellifera	LOC113218790	XP_026296690.1	108	XP_026296690.1 uncharacterized protein LOC113218790 [Apis mellifera]
Apis_mellifera	LOC113218791	XP_026296697.1	233	XP_026296697.1 uncharacterized protein LOC113218791 [Apis mellifera]
Apis_mellifera	LOC113218792	XP_026296699.1	76	XP_026296699.1 uncharacterized protein LOC113218792 [Apis mellifera]
Apis_mellifera	LOC113218800	XP_026296769.1	2663	XP_026296769.1 dynein heavy chain 7, axonemal-like [Apis mellifera]
Apis_mellifera	LOC113218803	XP_026296786.1	346	XP_026296786.1 uncharacterized protein LOC113218803 [Apis mellifera]
Apis_mellifera	LOC113218807	XP_026296823.1	726	XP_026296823.1 uncharacterized protein LOC113218807 [Apis mellifera]
Apis_mellifera	LOC113218808	XP_026296829.1	269	XP_026296829.1 replication stress response regulator SDE2 [Apis mellifera]
Apis_mellifera	LOC113218809	XP_026296832.1	107	XP_026296832.1 diuretic hormone class 2 [Apis mellifera]
Apis_mellifera	LOC113218812	XP_026296853.1	351	XP_026296853.1 uncharacterized protein LOC113218812 isoform X1 [Apis mellifera]
Apis_mellifera	LOC113218813	XP_026296875.1	103	XP_026296875.1 uncharacterized protein LOC113218813 [Apis mellifera]
Apis_mellifera	LOC113218818	XP_026296907.1	124	XP_026296907.1 uncharacterized protein LOC113218818 [Apis mellifera]
Apis_mellifera	LOC113218825	XP_026296948.1	101	XP_026296948.1 uncharacterized protein LOC113218825 isoform X1 [Apis mellifera]
Apis_mellifera	LOC113218829	XP_026296989.1	140	XP_026296989.1 probable trafficking protein particle complex subunit 2 [Apis mellifera]
Apis_mellifera	LOC113218830	XP_026296992.1	525	XP_026296992.1 UDP-glucuronosyltransferase 2B17-like [Apis mellifera]
Apis_mellifera	LOC113218831	XP_026297001.1	722	XP_026297001.1 FAST kinase domain-containing protein 3, mitochondrial-like [Apis mellifera]
Apis_mellifera	LOC113218833	XP_026297025.1	136	XP_026297025.1 transmembrane protein 234 homolog [Apis mellifera]
Apis_mellifera	LOC113218834	XP_026297034.1	80	XP_026297034.1 cytochrome b-c1 complex subunit 8-like [Apis mellifera]
Apis_mellifera	LOC113218840	XP_026297052.1	150	XP_026297052.1 succinate dehydrogenase assembly factor 2, mitochondrial-like [Apis mellifera]
Apis_mellifera	LOC113218845	XP_026297079.1	188	XP_026297079.1 uncharacterized protein LOC113218845, partial [Apis mellifera]
Apis_mellifera	LOC113218848	XP_026297097.1	224	XP_026297097.1 uncharacterized protein LOC113218848 [Apis mellifera]
Apis_mellifera	LOC113218849	XP_026297100.1	170	XP_026297100.1 uncharacterized protein LOC113218849, partial [Apis mellifera]
Apis_mellifera	LOC113218850	XP_026297113.1	109	XP_026297113.1 alpha-endosulfine [Apis mellifera]
Apis_mellifera	LOC113218863	XP_026297171.1	224	XP_026297171.1 paramyosin, short form-like [Apis mellifera]
Apis_mellifera	LOC113218864	XP_026297180.1	131	XP_026297180.1 leucine-rich repeat-containing protein 9-like [Apis mellifera]
Apis_mellifera	LOC113218865	XP_026297192.1	1772	XP_026297192.1 dynein heavy chain 1, axonemal-like [Apis mellifera]
Apis_mellifera	LOC113218866	XP_026297193.1	797	XP_026297193.1 MATH and LRR domain-containing protein PFE0570w-like [Apis mellifera]
Apis_mellifera	LOC113218867	XP_026297202.1	481	XP_026297202.1 paramyosin, short form-like [Apis mellifera]
Apis_mellifera	LOC113218873	XP_026297213.1	668	XP_026297213.1 putative leucine-rich repeat-containing protein DDB_G0290503 [Apis mellifera]
Apis_mellifera	LOC113218874	XP_026297214.1	1463	XP_026297214.1 LOW QUALITY PROTEIN: uncharacterized protein LOC113218874 [Apis mellifera]
Apis_mellifera	LOC113218876	XP_026297231.1	538	XP_026297231.1 paramyosin-like [Apis mellifera]
Apis_mellifera	LOC113218879	XP_026297247.1	122	XP_026297247.1 uncharacterized protein LOC113218879 [Apis mellifera]
Apis_mellifera	LOC113218892	XP_026297433.1	90	XP_026297433.1 28S ribosomal protein S21, mitochondrial [Apis mellifera]
Apis_mellifera	LOC113218895	XP_026297476.1	132	XP_026297476.1 glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial [Apis mellifera]
Apis_mellifera	LOC113218900	XP_026297579.1	146	XP_026297579.1 uncharacterized protein LOC113218900 isoform X1 [Apis mellifera]
Apis_mellifera	LOC113218902	XP_026297621.1	109	XP_026297621.1 uncharacterized protein LOC113218902 [Apis mellifera]
Apis_mellifera	LOC113218903	XP_026297622.1	106	XP_026297622.1 uncharacterized protein LOC113218903 [Apis mellifera]
Apis_mellifera	LOC113218906	XP_026297687.1	192	XP_026297687.1 uncharacterized protein LOC113218906 [Apis mellifera]
Apis_mellifera	LOC113218907	XP_026297690.1	123	XP_026297690.1 uncharacterized protein LOC113218907 [Apis mellifera]
Apis_mellifera	LOC113218912	XP_026297785.1	200	XP_026297785.1 uncharacterized protein LOC113218912, partial [Apis mellifera]
Apis_mellifera	LOC113218918	XP_026297844.1	428	XP_026297844.1 putative mediator of RNA polymerase II transcription subunit 26 isoform X1 [Apis mellifera]
Apis_mellifera	LOC113218919	XP_026297847.1	246	XP_026297847.1 dynein regulatory complex protein 9-like [Apis mellifera]
Apis_mellifera	LOC113218925	XP_026297926.1	125	XP_026297926.1 uncharacterized protein LOC113218925 [Apis mellifera]
Apis_mellifera	LOC113218929	XP_026297969.1	313	XP_026297969.1 guanine nucleotide-binding protein subunit beta-like protein 1 [Apis mellifera]
Apis_mellifera	LOC113218932	XP_026298000.1	146	XP_026298000.1 pupal cuticle protein [Apis mellifera]
Apis_mellifera	LOC113218934	XP_026298034.1	160	XP_026298034.1 uncharacterized protein LOC113218934 [Apis mellifera]
Apis_mellifera	LOC113218935	XP_026298040.1	110	XP_026298040.1 uncharacterized protein LOC113218935, partial [Apis mellifera]
Apis_mellifera	LOC113218937	XP_026298057.1	255	XP_026298057.1 uncharacterized protein LOC113218937 [Apis mellifera]
Apis_mellifera	LOC113218939	XP_026298102.1	447	XP_026298102.1 uncharacterized protein LOC113218939 [Apis mellifera]
Apis_mellifera	LOC113218943	XP_026298119.1	111	XP_026298119.1 uncharacterized protein LOC113218943 [Apis mellifera]
Apis_mellifera	LOC113218950	XP_026298166.1	82	XP_026298166.1 mitotic-spindle organizing protein 1-like [Apis mellifera]
Apis_mellifera	LOC113218951	XP_026298205.1	157	XP_026298205.1 uncharacterized protein LOC113218951 [Apis mellifera]
