reference_id	species	protein	gene	group	transcript	cds_start_zero_based	cds_length	product
AL|XP_043804111.1	AL	XP_043804111.1	LOC122721006	OG0004277	XM_043948176.1	240	498	XP_043804111.1 CB1 cannabinoid receptor-interacting protein 1-like [Apis laboriosa]
AL|XP_043804112.1	AL	XP_043804112.1	LOC122721007	OG0002713	XM_043948177.1	0	1191	XP_043804112.1 protein dissatisfaction-like [Apis laboriosa]
AL|XP_043804113.1	AL	XP_043804113.1	LOC122721008	OG0005899	XM_043948178.1	82	447	XP_043804113.1 protein FAM177A1 [Apis laboriosa]
AL|XP_043804114.1	AL	XP_043804114.1	LOC122721009	OG0000372	XM_043948179.1	388	1230	XP_043804114.1 keratin-associated protein 5-5-like isoform X1 [Apis laboriosa]
AL|XP_043804119.1	AL	XP_043804119.1	LOC122721010	OG0005788	XM_043948184.1	0	351	XP_043804119.1 uncharacterized protein LOC122721010 [Apis laboriosa]
AL|XP_043804120.1	AL	XP_043804120.1	LOC122721012	OG0006358	XM_043948185.1	0	1722	XP_043804120.1 neurotrophin 1 [Apis laboriosa]
AL|XP_043804121.1	AL	XP_043804121.1	LOC122721013	OG0006608	XM_043948186.1	905	3462	XP_043804121.1 high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A isoform X1 [Apis laboriosa]
AL|XP_043804124.1	AL	XP_043804124.1	LOC122721014	OG0000072	XM_043948189.1	46	1542	XP_043804124.1 cytochrome P450 6k1-like [Apis laboriosa]
AL|XP_043804125.1	AL	XP_043804125.1	LOC122721016	OG0008384	XM_043948190.1	373	3375	XP_043804125.1 period circadian protein isoform X1 [Apis laboriosa]
AL|XP_043804133.1	AL	XP_043804133.1	LOC122721017	OG0004242	XM_043948198.1	0	1056	XP_043804133.1 uncharacterized protein LOC122721017 [Apis laboriosa]
AL|XP_043804134.1	AL	XP_043804134.1	LOC122721019	OG0009723	XM_043948199.1	0	1263	XP_043804134.1 myosin-11-like [Apis laboriosa]
AL|XP_043804135.1	AL	XP_043804135.1	LOC122720994	OG0006095	XM_043948200.1	0	960	XP_043804135.1 uncharacterized protein LOC122720994 [Apis laboriosa]
AL|XP_043804136.1	AL	XP_043804136.1	LOC122721021	OG0004070	XM_043948201.1	0	570	XP_043804136.1 uncharacterized protein LOC122721021 [Apis laboriosa]
AL|XP_043804137.1	AL	XP_043804137.1	LOC122721022	OG0000367	XM_043948202.1	58	4401	XP_043804137.1 collagen alpha-2(IV) chain-like [Apis laboriosa]
AL|XP_043804139.1	AL	XP_043804139.1	LOC122721023	OG0000256	XM_043948204.1	0	597	XP_043804139.1 uncharacterized protein LOC122721023 [Apis laboriosa]
AL|XP_043804140.1	AL	XP_043804140.1	LOC122721024	OG0004076	XM_043948205.1	0	2007	XP_043804140.1 uncharacterized protein LOC122721024 [Apis laboriosa]
AL|XP_043804141.1	AL	XP_043804141.1	LOC122721025	OG0009283	XM_043948206.1	0	3699	XP_043804141.1 protein eyes shut [Apis laboriosa]
AL|XP_043804142.1	AL	XP_043804142.1	LOC122721026	OG0000372	XM_043948207.1	269	645	XP_043804142.1 uncharacterized protein LOC122721026 [Apis laboriosa]
AL|XP_043804143.1	AL	XP_043804143.1	LOC122721027	OG0009766	XM_043948208.1	0	1977	XP_043804143.1 uncharacterized protein DDB_G0283697-like [Apis laboriosa]
AL|XP_043804144.1	AL	XP_043804144.1	LOC122721028	OG0005787	XM_043948209.1	0	1695	XP_043804144.1 uncharacterized protein LOC122721028 [Apis laboriosa]
AL|XP_043804145.1	AL	XP_043804145.1	LOC122721029	OG0000154	XM_043948210.1	0	3597	XP_043804145.1 basic proline-rich protein-like [Apis laboriosa]
AL|XP_043804147.1	AL	XP_043804147.1	LOC122721030	OG0008078	XM_043948212.1	431	12882	XP_043804147.1 chromodomain-helicase-DNA-binding protein 7 isoform X1 [Apis laboriosa]
AL|XP_043804153.1	AL	XP_043804153.1	LOC122721031	OG0006749	XM_043948218.1	123	660	XP_043804153.1 peroxiredoxin-6 isoform X1 [Apis laboriosa]
AL|XP_043804156.1	AL	XP_043804156.1	LOC122721032	OG0009359	XM_043948221.1	958	7200	XP_043804156.1 uncharacterized protein LOC122721032 isoform X1 [Apis laboriosa]
AL|XP_043804164.1	AL	XP_043804164.1	LOC122721033	OG0008653	XM_043948229.1	139	3678	XP_043804164.1 tolloid-like protein 2 isoform X1 [Apis laboriosa]
AL|XP_043804167.1	AL	XP_043804167.1	LOC122721034	OG0000518	XM_043948232.1	144	1350	XP_043804167.1 tubulin alpha-1 chain [Apis laboriosa]
AL|XP_043804168.1	AL	XP_043804168.1	LOC122721035	OG0001516	XM_043948233.1	141	870	XP_043804168.1 protein CREG1 [Apis laboriosa]
AL|XP_043804169.1	AL	XP_043804169.1	LOC122721038	OG0007269	XM_043948234.1	860	1644	XP_043804169.1 synapsin [Apis laboriosa]
AL|XP_043804171.1	AL	XP_043804171.1	LOC122721039	OG0007380	XM_043948236.1	171	663	XP_043804171.1 metalloproteinase inhibitor 3 [Apis laboriosa]
AL|XP_043804174.1	AL	XP_043804174.1	LOC122721040	OG0000319	XM_043948239.1	167	3027	XP_043804174.1 chromatin-remodeling complex ATPase chain Iswi [Apis laboriosa]
AL|XP_043804175.1	AL	XP_043804175.1	LOC122721041	OG0002024	XM_043948240.1	215	2247	XP_043804175.1 N-acetylglucosamine-1-phosphotransferase subunits alpha/beta [Apis laboriosa]
AL|XP_043804176.1	AL	XP_043804176.1	LOC122721042	OG0004249	XM_043948241.1	952	1824	XP_043804176.1 protein jim lovell-like isoform X1 [Apis laboriosa]
AL|XP_043804184.1	AL	XP_043804184.1	LOC122721043	OG0000022	XM_043948249.1	198	1641	XP_043804184.1 fatty acyl-CoA reductase 1-like isoform X1 [Apis laboriosa]
AL|XP_043804189.1	AL	XP_043804189.1	LOC122721044	OG0008761	XM_043948254.1	218	1608	XP_043804189.1 LOW QUALITY PROTEIN: putative fatty acyl-CoA reductase CG5065 [Apis laboriosa]
AL|XP_043804190.1	AL	XP_043804190.1	LOC122721045	OG0000484	XM_043948255.1	688	1548	XP_043804190.1 putative fatty acyl-CoA reductase CG5065 [Apis laboriosa]
AL|XP_043804196.1	AL	XP_043804196.1	LOC122721046	OG0004256	XM_043948261.1	268	1521	XP_043804196.1 putative fatty acyl-CoA reductase CG8306 [Apis laboriosa]
AL|XP_043804197.1	AL	XP_043804197.1	LOC122721047	OG0000482	XM_043948262.1	70	1470	XP_043804197.1 putative fatty acyl-CoA reductase CG5065 [Apis laboriosa]
AL|XP_043804198.1	AL	XP_043804198.1	LOC122721048	OG0004248	XM_043948263.1	30	1227	XP_043804198.1 uncharacterized protein LOC122721048 [Apis laboriosa]
AL|XP_043804199.1	AL	XP_043804199.1	LOC122721049	OG0004232	XM_043948264.1	181	1017	XP_043804199.1 transmembrane protein 185A [Apis laboriosa]
AL|XP_043804201.1	AL	XP_043804201.1	LOC122721050	OG0004250	XM_043948266.1	105	858	XP_043804201.1 CUE domain-containing protein 2 [Apis laboriosa]
AL|XP_043804202.1	AL	XP_043804202.1	LOC122721051	OG0006962	XM_043948267.1	66	801	XP_043804202.1 40S ribosomal protein S3a [Apis laboriosa]
AL|XP_043804203.1	AL	XP_043804203.1	LOC122721052	OG0004241	XM_043948268.1	107	483	XP_043804203.1 uncharacterized protein LOC122721052 [Apis laboriosa]
AL|XP_043804204.1	AL	XP_043804204.1	LOC122721053	OG0004240	XM_043948269.1	194	381	XP_043804204.1 uncharacterized protein LOC122721053 isoform X1 [Apis laboriosa]
AL|XP_043804206.1	AL	XP_043804206.1	LOC122721054	OG0004254	XM_043948271.1	115	849	XP_043804206.1 voltage-dependent anion-selective channel-like [Apis laboriosa]
AL|XP_043804208.1	AL	XP_043804208.1	LOC122721055	OG0001521	XM_043948273.1	36	1233	XP_043804208.1 COP9 signalosome complex subunit 4 [Apis laboriosa]
AL|XP_043804209.1	AL	XP_043804209.1	LOC122721056	OG0000712	XM_043948274.1	72	2241	XP_043804209.1 L-ascorbate oxidase-like [Apis laboriosa]
AL|XP_043804210.1	AL	XP_043804210.1	LOC122721057	OG0005795	XM_043948275.1	305	1335	XP_043804210.1 uncharacterized protein LOC122721057 [Apis laboriosa]
AL|XP_043804211.1	AL	XP_043804211.1	LOC122721058	OG0006878	XM_043948276.1	19	6579	XP_043804211.1 uncharacterized protein LOC122721058 isoform X1 [Apis laboriosa]
AL|XP_043804215.1	AL	XP_043804215.1	LOC122721059	OG0003103	XM_043948280.1	105	1239	XP_043804215.1 venom acid phosphatase Acph-1-like [Apis laboriosa]
AL|XP_043804216.1	AL	XP_043804216.1	LOC122721061	OG0004269	XM_043948281.1	27	1911	XP_043804216.1 tyrosine-protein phosphatase non-receptor type 5-like isoform X1 [Apis laboriosa]
AL|XP_043804220.1	AL	XP_043804220.1	LOC122721060	OG0004006	XM_043948285.1	131	2031	XP_043804220.1 late secretory pathway protein AVL9 homolog isoform X1 [Apis laboriosa]
AL|XP_043804221.1	AL	XP_043804221.1	LOC122721062	OG0006115	XM_043948286.1	235	1089	XP_043804221.1 lachesin [Apis laboriosa]
AL|XP_043804222.1	AL	XP_043804222.1	LOC122721064	OG0005061	XM_043948287.1	19	1014	XP_043804222.1 D-altritol 5-dehydrogenase-like [Apis laboriosa]
AL|XP_043804223.1	AL	XP_043804223.1	LOC122721065	OG0004251	XM_043948288.1	796	2577	XP_043804223.1 uncharacterized protein LOC122721065 [Apis laboriosa]
AL|XP_043804226.1	AL	XP_043804226.1	LOC122721068	OG0001565	XM_043948291.1	737	4737	XP_043804226.1 rho GTPase-activating protein 32 isoform X1 [Apis laboriosa]
AL|XP_043804233.1	AL	XP_043804233.1	LOC122721070	OG0004073	XM_043948298.1	871	8964	XP_043804233.1 uncharacterized protein LOC122721070 isoform X1 [Apis laboriosa]
AL|XP_043804240.1	AL	XP_043804240.1	LOC122721071	OG0006564	XM_043948305.1	0	387	XP_043804240.1 phosphatidylinositol N-acetylglucosaminyltransferase subunit P [Apis laboriosa]
AL|XP_043804241.1	AL	XP_043804241.1	LOC122721072	OG0009419	XM_043948306.1	188	270	XP_043804241.1 EKC/KEOPS complex subunit Lage3 [Apis laboriosa]
AL|XP_043804242.1	AL	XP_043804242.1	LOC122721073	OG0004068	XM_043948307.1	214	246	XP_043804242.1 transcription elongation factor 1 homolog [Apis laboriosa]
AL|XP_043804243.1	AL	XP_043804243.1	LOC122721074	OG0009014	XM_043948308.1	225	942	XP_043804243.1 methylenetetrahydrofolate reductase 1 isoform X1 [Apis laboriosa]
AL|XP_043804247.1	AL	XP_043804247.1	LOC122721075	OG0008051	XM_043948312.1	1239	3216	XP_043804247.1 diacylglycerol lipase-alpha isoform X2 [Apis laboriosa]
AL|XP_043804248.1	AL	XP_043804248.1	LOC122721076	OG0009420	XM_043948313.1	125	1437	XP_043804248.1 periodic tryptophan protein 1 homolog [Apis laboriosa]
AL|XP_043804249.1	AL	XP_043804249.1	LOC122721077	OG0004069	XM_043948314.1	120	327	XP_043804249.1 protein Asterix [Apis laboriosa]
AL|XP_043804250.1	AL	XP_043804250.1	LOC122721078	OG0001237	XM_043948315.1	130	7257	XP_043804250.1 acetyl-CoA carboxylase isoform X1 [Apis laboriosa]
AL|XP_043804258.1	AL	XP_043804258.1	LOC122721079	OG0003158	XM_043948323.1	392	699	XP_043804258.1 protein obstructor-E-like [Apis laboriosa]
AL|XP_043804263.1	AL	XP_043804263.1	LOC122721063	OG0000202	XM_043948328.1	0	1026	XP_043804263.1 uncharacterized abhydrolase domain-containing protein DDB_G0269086-like [Apis laboriosa]
AL|XP_043804264.1	AL	XP_043804264.1	LOC122721080	OG0004271	XM_043948329.1	91	2433	XP_043804264.1 SID1 transmembrane family member 1-like isoform X1 [Apis laboriosa]
AL|XP_043804266.1	AL	XP_043804266.1	LOC122721081	OG0001457	XM_043948331.1	134	1983	XP_043804266.1 transcription factor IIIB 90 kDa subunit [Apis laboriosa]
AL|XP_043804267.1	AL	XP_043804267.1	LOC122721082	OG0008149	XM_043948332.1	187	1572	XP_043804267.1 BTB/POZ domain-containing protein 6-B isoform X1 [Apis laboriosa]
AL|XP_043804269.1	AL	XP_043804269.1	LOC122721084	OG0005791	XM_043948334.1	1495	6819	XP_043804269.1 uncharacterized protein LOC122721084 isoform X1 [Apis laboriosa]
AL|XP_043804273.1	AL	XP_043804273.1	LOC122721083	OG0003156	XM_043948338.1	79	504	XP_043804273.1 SUZ domain-containing protein 1 [Apis laboriosa]
AL|XP_043804276.1	AL	XP_043804276.1	LOC122721085	OG0000540	XM_043948341.1	320	2325	XP_043804276.1 neprilysin-2-like isoform X1 [Apis laboriosa]
AL|XP_043804278.1	AL	XP_043804278.1	LOC122721086	OG0004273	XM_043948343.1	115	1359	XP_043804278.1 tubulin gamma-2 chain [Apis laboriosa]
AL|XP_043804279.1	AL	XP_043804279.1	LOC122721087	OG0007425	XM_043948344.1	85	969	XP_043804279.1 tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A isoform X1 [Apis laboriosa]
AL|XP_043804281.1	AL	XP_043804281.1	LOC122721088	OG0004075	XM_043948346.1	594	972	XP_043804281.1 zinc finger protein 42-like isoform X1 [Apis laboriosa]
AL|XP_043804284.1	AL	XP_043804284.1	LOC122721090	OG0004247	XM_043948349.1	0	3516	XP_043804284.1 myelin regulatory factor-like protein isoform X1 [Apis laboriosa]
AL|XP_043804286.1	AL	XP_043804286.1	LOC122721089	OG0000413	XM_043948351.1	256	576	XP_043804286.1 neurocalcin homolog [Apis laboriosa]
AL|XP_043804289.1	AL	XP_043804289.1	LOC122721091	OG0001908	XM_043948354.1	217	1665	XP_043804289.1 fasciclin-3 isoform X1 [Apis laboriosa]
AL|XP_043804293.1	AL	XP_043804293.1	LOC122721092	OG0007697	XM_043948358.1	200	1461	XP_043804293.1 HIV Tat-specific factor 1 homolog [Apis laboriosa]
AL|XP_043804296.1	AL	XP_043804296.1	LOC122721093	OG0003377	XM_043948361.1	343	951	XP_043804296.1 uncharacterized protein LOC122721093 isoform X1 [Apis laboriosa]
AL|XP_043804298.1	AL	XP_043804298.1	LOC122721094	OG0000930	XM_043948363.1	163	1383	XP_043804298.1 elongation factor 1-alpha [Apis laboriosa]
AL|XP_043804302.1	AL	XP_043804302.1	LOC122721095	OG0007821	XM_043948367.1	844	1197	XP_043804302.1 transcription factor cwo isoform X1 [Apis laboriosa]
AL|XP_043804304.1	AL	XP_043804304.1	LOC122721096	OG0001150	XM_043948369.1	750	3132	XP_043804304.1 bumetanide-sensitive sodium-(potassium)-chloride cotransporter [Apis laboriosa]
AL|XP_043804309.1	AL	XP_043804309.1	LOC122721097	OG0003160	XM_043948374.1	383	558	XP_043804309.1 neuronal calcium sensor 2 [Apis laboriosa]
AL|XP_043804310.1	AL	XP_043804310.1	LOC122721098	OG0008704	XM_043948375.1	1712	945	XP_043804310.1 protein vestigial isoform X1 [Apis laboriosa]
AL|XP_043804316.1	AL	XP_043804316.1	LOC122721104	OG0008854	XM_043948381.1	42	1494	XP_043804316.1 uncharacterized protein LOC122721104 isoform X1 [Apis laboriosa]
AL|XP_043804319.1	AL	XP_043804319.1	LOC122721105	OG0008931	XM_043948384.1	64	1080	XP_043804319.1 hydroxylysine kinase isoform X1 [Apis laboriosa]
AL|XP_043804322.1	AL	XP_043804322.1	LOC122721106	OG0009243	XM_043948387.1	559	4728	XP_043804322.1 protein madd-4 isoform X1 [Apis laboriosa]
AL|XP_043804326.1	AL	XP_043804326.1	LOC122721107	OG0008932	XM_043948391.1	104	4422	XP_043804326.1 probable cyclin-dependent serine/threonine-protein kinase DDB_G0292550 isoform X1 [Apis laboriosa]
AL|XP_043804328.1	AL	XP_043804328.1	LOC122721108	OG0009247	XM_043948393.1	16	2763	XP_043804328.1 DNA mismatch repair protein Msh2 [Apis laboriosa]
AL|XP_043804329.1	AL	XP_043804329.1	LOC122721109	OG0007237	XM_043948394.1	208	1503	XP_043804329.1 steroidogenic acute regulatory protein-like isoform X1 [Apis laboriosa]
AL|XP_043804334.1	AL	XP_043804334.1	LOC122721110	OG0001754	XM_043948399.1	363	2766	XP_043804334.1 diacylglycerol kinase 1 isoform X1 [Apis laboriosa]
AL|XP_043804343.1	AL	XP_043804343.1	LOC122721111	OG0009385	XM_043948408.1	61	1704	XP_043804343.1 uncharacterized protein LOC122721111 [Apis laboriosa]
AL|XP_043804344.1	AL	XP_043804344.1	LOC122721112	OG0006296	XM_043948409.1	548	51015	XP_043804344.1 uncharacterized protein LOC122721112 isoform X1 [Apis laboriosa]
AL|XP_043804350.1	AL	XP_043804350.1	LOC122721114	OG0001994	XM_043948415.1	222	3225	XP_043804350.1 enhancer of mRNA-decapping protein 4 [Apis laboriosa]
AL|XP_043804351.1	AL	XP_043804351.1	LOC122721115	OG0007480	XM_043948416.1	92	1311	XP_043804351.1 adenylyltransferase and sulfurtransferase MOCS3 [Apis laboriosa]
AL|XP_043804352.1	AL	XP_043804352.1	LOC122721116	OG0000220	XM_043948417.1	164	1140	XP_043804352.1 probable galactose-1-phosphate uridylyltransferase [Apis laboriosa]
AL|XP_043804353.1	AL	XP_043804353.1	LOC122721118	OG0002725	XM_043948418.1	119	777	XP_043804353.1 rRNA-processing protein UTP23 homolog [Apis laboriosa]
AL|XP_043804354.1	AL	XP_043804354.1	LOC122721119	OG0000332	XM_043948419.1	70	738	XP_043804354.1 proteasome subunit alpha type-6-like [Apis laboriosa]
AL|XP_043804355.1	AL	XP_043804355.1	LOC122721120	OG0008928	XM_043948420.1	314	654	XP_043804355.1 ras-related protein Rab-39B [Apis laboriosa]
AL|XP_043804356.1	AL	XP_043804356.1	LOC122721121	OG0002727	XM_043948421.1	130	360	XP_043804356.1 probable small nuclear ribonucleoprotein Sm D2 [Apis laboriosa]
AL|XP_043804357.1	AL	XP_043804357.1	LOC122721122	OG0006794	XM_043948422.1	445	4251	XP_043804357.1 rab3 GTPase-activating protein non-catalytic subunit isoform X1 [Apis laboriosa]
AL|XP_043804360.1	AL	XP_043804360.1	LOC122721124	OG0007932	XM_043948425.1	197	3186	XP_043804360.1 exportin-1 [Apis laboriosa]
AL|XP_043804363.1	AL	XP_043804363.1	LOC122721123	OG0001093	XM_043948428.1	90	1983	XP_043804363.1 succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial [Apis laboriosa]
AL|XP_043804366.1	AL	XP_043804366.1	LOC122721125	OG0002728	XM_043948431.1	182	312	XP_043804366.1 acylphosphatase-2 isoform X1 [Apis laboriosa]
AL|XP_043804368.1	AL	XP_043804368.1	LOC122721126	OG0008549	XM_043948433.1	119	1293	XP_043804368.1 uncharacterized protein LOC122721126 [Apis laboriosa]
AL|XP_043804369.1	AL	XP_043804369.1	LOC122721127	OG0002557	XM_043948434.1	191	420	XP_043804369.1 protein LLP homolog [Apis laboriosa]
AL|XP_043804370.1	AL	XP_043804370.1	LOC122721129	OG0001788	XM_043948435.1	824	939	XP_043804370.1 G-protein coupled receptor 52 [Apis laboriosa]
AL|XP_043804376.1	AL	XP_043804376.1	LOC122721130	OG0006192	XM_043948441.1	543	1422	XP_043804376.1 protein NDRG3 isoform X4 [Apis laboriosa]
AL|XP_043804377.1	AL	XP_043804377.1	LOC122721132	OG0002556	XM_043948442.1	139	1005	XP_043804377.1 interferon-inducible double-stranded RNA-dependent protein kinase activator A homolog [Apis laboriosa]
AL|XP_043804379.1	AL	XP_043804379.1	LOC122721133	OG0004534	XM_043948444.1	193	1329	XP_043804379.1 charged multivesicular body protein 7 [Apis laboriosa]
AL|XP_043804380.1	AL	XP_043804380.1	LOC122721134	OG0003175	XM_043948445.1	0	807	XP_043804380.1 histidine-rich glycoprotein-like [Apis laboriosa]
AL|XP_043804381.1	AL	XP_043804381.1	LOC122721135	OG0003176	XM_043948446.1	0	753	XP_043804381.1 histidine-rich glycoprotein-like [Apis laboriosa]
AL|XP_043804382.1	AL	XP_043804382.1	LOC122721136	OG0003174	XM_043948447.1	0	1188	XP_043804382.1 cilia- and flagella-associated protein 251-like [Apis laboriosa]
AL|XP_043804383.1	AL	XP_043804383.1	LOC122721137	OG0000024	XM_043948448.1	15	3159	XP_043804383.1 uncharacterized protein LOC122721137 [Apis laboriosa]
AL|XP_043804384.1	AL	XP_043804384.1	LOC122721138		XM_043948449.1	0	1536	XP_043804384.1 uncharacterized protein LOC122721138 [Apis laboriosa]
AL|XP_043804385.1	AL	XP_043804385.1	LOC122721139	OG0009391	XM_043948450.1	0	687	XP_043804385.1 uncharacterized protein LOC122721139 [Apis laboriosa]
AL|XP_043804386.1	AL	XP_043804386.1	LOC122721141	OG0003177	XM_043948451.1	0	738	XP_043804386.1 histidine-rich glycoprotein-like [Apis laboriosa]
AL|XP_043804387.1	AL	XP_043804387.1	LOC122721142	OG0009719	XM_043948452.1	0	489	XP_043804387.1 uncharacterized protein LOC122721142 [Apis laboriosa]
AL|XP_043804388.1	AL	XP_043804388.1	LOC122721143	OG0003172	XM_043948453.1	132	1488	XP_043804388.1 myrosinase 1 [Apis laboriosa]
AL|XP_043804389.1	AL	XP_043804389.1	LOC122721117	OG0000281	XM_043948454.1	0	1935	XP_043804389.1 uncharacterized abhydrolase domain-containing protein DDB_G0269086-like [Apis laboriosa]
AL|XP_043804390.1	AL	XP_043804390.1	LOC122721140	OG0001092	XM_043948455.1	230	1626	XP_043804390.1 succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial-like [Apis laboriosa]
AL|XP_043804391.1	AL	XP_043804391.1	LOC122721144	OG0001850	XM_043948456.1	892	4368	XP_043804391.1 epidermal growth factor receptor isoform X1 [Apis laboriosa]
AL|XP_043804394.1	AL	XP_043804394.1	LOC122721145	OG0008918	XM_043948459.1	224	1269	XP_043804394.1 uncharacterized protein YER152C-like isoform X1 [Apis laboriosa]
AL|XP_043804398.1	AL	XP_043804398.1	LOC122721146	OG0008156	XM_043948463.1	243	774	XP_043804398.1 ribosome-recycling factor, mitochondrial [Apis laboriosa]
AL|XP_043804400.1	AL	XP_043804400.1	LOC122721149	OG0000476	XM_043948465.1	504	13986	XP_043804400.1 dynein axonemal heavy chain 5 isoform X1 [Apis laboriosa]
AL|XP_043804403.1	AL	XP_043804403.1	LOC122721150	OG0000024	XM_043948468.1	179	1581	XP_043804403.1 UDP-glycosyltransferase UGT5-like [Apis laboriosa]
AL|XP_043804404.1	AL	XP_043804404.1	LOC122721152	OG0006821	XM_043948469.1	167	1791	XP_043804404.1 ran GTPase-activating protein 1 [Apis laboriosa]
AL|XP_043804405.1	AL	XP_043804405.1	LOC122721153	OG0004380	XM_043948470.1	79	1641	XP_043804405.1 phosphatidylserine lipase ABHD16A [Apis laboriosa]
AL|XP_043804406.1	AL	XP_043804406.1	LOC122721155	OG0004408	XM_043948471.1	479	3795	XP_043804406.1 uncharacterized protein LOC122721155 [Apis laboriosa]
AL|XP_043804407.1	AL	XP_043804407.1	LOC122721157	OG0004390	XM_043948472.1	1250	1533	XP_043804407.1 F-box/LRR-repeat protein 16 [Apis laboriosa]
AL|XP_043804408.1	AL	XP_043804408.1	LOC122721154	OG0005171	XM_043948473.1	0	585	XP_043804408.1 high mobility group B protein 4-like [Apis laboriosa]
AL|XP_043804409.1	AL	XP_043804409.1	LOC122721158	OG0001366	XM_043948474.1	522	1104	XP_043804409.1 actin-related protein 2/3 complex subunit 1A-A isoform X1 [Apis laboriosa]
AL|XP_043804411.1	AL	XP_043804411.1	LOC122721159	OG0004432	XM_043948476.1	274	675	XP_043804411.1 uncharacterized protein LOC122721159 [Apis laboriosa]
AL|XP_043804412.1	AL	XP_043804412.1	LOC122721160	OG0009030	XM_043948477.1	108	585	XP_043804412.1 uncharacterized protein LOC122721160 [Apis laboriosa]
AL|XP_043804413.1	AL	XP_043804413.1	LOC122721161	OG0008850	XM_043948478.1	0	1656	XP_043804413.1 RNA-binding protein 14-like [Apis laboriosa]
