sample	read_id	orthogroup	best_reference	score	target_start	target_end	matched_bases	aligned_bases
AL	SRR9034695.1156808	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1158467	OG0001109	AL|XP_043794209.1	300	18	168	150	150
AL	SRR9034695.1158895	OG0001109	AL|XP_043794209.1	300	18	168	150	150
AL	SRR9034695.1159336	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.1160435	OG0001109	AL|XP_043794209.1	274	0	137	137	137
AL	SRR9034695.1160752	OG0001109	AL|XP_043794209.1	270	168	303	135	135
AL	SRR9034695.1161436	OG0001109	AL|XP_043794209.1	276	0	138	138	138
AL	SRR9034695.1162417	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.1163685	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1165699	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1165760	OG0001109	AL|XP_043794209.1	290	112	262	149	150
AL	SRR9034695.1165842	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1166131	OG0001109	AL|XP_043794209.1	266	165	303	137	138
AL	SRR9034695.1167020	OG0001109	AL|XP_043794209.1	300	103	253	150	150
AL	SRR9034695.1167056	OG0001109	AL|XP_043794209.1	300	61	211	150	150
AL	SRR9034695.1167166	OG0001109	AL|XP_043794209.1	300	17	167	150	150
AL	SRR9034695.1167445	OG0001109	AL|XP_043794209.1	300	61	211	150	150
AL	SRR9034695.1169637	OG0001109	AL|XP_043794209.1	300	7	157	150	150
AL	SRR9034695.1169904	OG0001109	AL|XP_043794209.1	300	104	254	150	150
AL	SRR9034695.1170018	OG0001109	AL|XP_043794209.1	300	143	293	150	150
AL	SRR9034695.1170508	OG0001109	AL|XP_043794209.1	240	0	120	120	120
AL	SRR9034695.1171189	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1171353	OG0001109	AL|XP_043794209.1	300	0	150	150	150
AL	SRR9034695.1171432	OG0001109	AL|XP_043794209.1	300	12	162	150	150
AL	SRR9034695.1172134	OG0001109	AL|XP_043794209.1	280	92	242	148	150
AL	SRR9034695.1173111	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1174906	OG0001109	AL|XP_043794209.1	300	48	198	150	150
AL	SRR9034695.1175056	OG0001109	AL|XP_043794209.1	280	61	201	140	140
AL	SRR9034695.1175242	OG0001109	AL|XP_043794209.1	274	0	137	137	137
AL	SRR9034695.1177786	OG0001109	AL|XP_043794209.1	290	28	178	149	150
AL	SRR9034695.1179580	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.1181094	OG0001109	AL|XP_043794209.1	290	97	247	149	150
AL	SRR9034695.1181130	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.1182233	OG0001109	AL|XP_043794209.1	284	161	303	142	142
AL	SRR9034695.1182620	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1182776	OG0001109	AL|XP_043794209.1	300	128	278	150	150
AL	SRR9034695.1182779	OG0001109	AL|XP_043794209.1	266	0	148	145	148
AL	SRR9034695.1183319	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.1184161	OG0001109	AL|XP_043794209.1	300	4	154	150	150
AL	SRR9034695.1184490	OG0001109	AL|XP_043794209.1	300	136	286	150	150
AL	SRR9034695.1184628	OG0001109	AL|XP_043794209.1	246	0	128	127	128
AL	SRR9034695.1184639	OG0001109	AL|XP_043794209.1	300	136	286	150	150
AL	SRR9034695.1184771	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.1184814	OG0001109	AL|XP_043794209.1	300	45	195	150	150
AL	SRR9034695.1186147	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.1187286	OG0001109	AL|XP_043794209.1	300	116	266	150	150
AL	SRR9034695.1188395	OG0001109	AL|XP_043794209.1	290	2	152	149	150
AL	SRR9034695.1188636	OG0001109	AL|XP_043794209.1	300	138	288	150	150
AL	SRR9034695.1189188	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1189488	OG0001109	AL|XP_043794209.1	300	7	157	150	150
AL	SRR9034695.1190371	OG0001109	AL|XP_043794209.1	290	2	152	149	150
AL	SRR9034695.1190984	OG0001109	AL|XP_043794209.1	300	116	266	150	150
AL	SRR9034695.1191148	OG0001109	AL|XP_043794209.1	300	12	162	150	150
AL	SRR9034695.1191149	OG0001109	AL|XP_043794209.1	290	12	162	149	150
AL	SRR9034695.1191433	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1191811	OG0001109	AL|XP_043794209.1	300	17	167	150	150
AL	SRR9034695.1192659	OG0001109	AL|XP_043794209.1	274	0	137	137	137
AL	SRR9034695.1192668	OG0001109	AL|XP_043794209.1	300	52	202	150	150
AL	SRR9034695.1193854	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1194108	OG0001109	AL|XP_043794209.1	300	18	168	150	150
AL	SRR9034695.1195263	OG0001109	AL|XP_043794209.1	300	18	168	150	150
AL	SRR9034695.1196616	OG0001109	AL|XP_043794209.1	268	0	134	134	134
AL	SRR9034695.1196833	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.1197697	OG0001109	AL|XP_043794209.1	300	94	244	150	150
AL	SRR9034695.1198686	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1198944	OG0001109	AL|XP_043794209.1	300	24	174	150	150
AL	SRR9034695.1199318	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1199559	OG0001109	AL|XP_043794209.1	232	106	256	143	150
AL	SRR9034695.1199640	OG0001109	AL|XP_043794209.1	300	123	273	150	150
AL	SRR9034695.1200045	OG0001109	AL|XP_043794209.1	300	135	285	150	150
AL	SRR9034695.1200748	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1201511	OG0001109	AL|XP_043794209.1	300	98	248	150	150
AL	SRR9034695.1204250	OG0001109	AL|XP_043794209.1	194	175	303	121	128
AL	SRR9034695.1204482	OG0001109	AL|XP_043794209.1	300	4	154	150	150
AL	SRR9034695.1204542	OG0001109	AL|XP_043794209.1	300	0	150	150	150
AL	SRR9034695.1204550	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.1206012	OG0001109	AL|XP_043794209.1	300	6	156	150	150
AL	SRR9034695.1206013	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1206063	OG0001109	AL|XP_043794209.1	300	129	279	150	150
AL	SRR9034695.1206078	OG0001109	AL|XP_043794209.1	300	89	239	150	150
AL	SRR9034695.1207114	OG0001109	AL|XP_043794209.1	300	17	167	150	150
AL	SRR9034695.1207385	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1208732	OG0001109	AL|XP_043794209.1	300	98	248	150	150
AL	SRR9034695.1209354	OG0001109	AL|XP_043794209.1	290	46	196	149	150
AL	SRR9034695.1211787	OG0001109	AL|XP_043794209.1	284	161	303	142	142
AL	SRR9034695.1211850	OG0001109	AL|XP_043794209.1	300	17	167	150	150
AL	SRR9034695.1211949	OG0001109	AL|XP_043794209.1	284	161	303	142	142
AL	SRR9034695.1212725	OG0001109	AL|XP_043794209.1	300	126	276	150	150
AL	SRR9034695.1214606	OG0001109	AL|XP_043794209.1	300	18	168	150	150
AL	SRR9034695.1215468	OG0001109	AL|XP_043794209.1	300	90	240	150	150
AL	SRR9034695.1215635	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1215898	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1216227	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1216468	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.1216754	OG0001109	AL|XP_043794209.1	300	121	271	150	150
AL	SRR9034695.1216982	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1217158	OG0001109	AL|XP_043794209.1	300	150	300	150	150
AL	SRR9034695.1217268	OG0001109	AL|XP_043794209.1	274	0	137	137	137
AL	SRR9034695.1219291	OG0001109	AL|XP_043794209.1	300	87	237	150	150
AL	SRR9034695.1219303	OG0001109	AL|XP_043794209.1	300	6	156	150	150
AL	SRR9034695.1220152	OG0001109	AL|XP_043794209.1	296	155	303	148	148
AL	SRR9034695.1222026	OG0001109	AL|XP_043794209.1	290	53	203	149	150
AL	SRR9034695.1222885	OG0001109	AL|XP_043794209.1	300	60	210	150	150
AL	SRR9034695.1223525	OG0001109	AL|XP_043794209.1	300	121	271	150	150
AL	SRR9034695.1223768	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1224072	OG0001109	AL|XP_043794209.1	300	60	210	150	150
AL	SRR9034695.1224099	OG0001109	AL|XP_043794209.1	300	17	167	150	150
AL	SRR9034695.1224240	OG0001109	AL|XP_043794209.1	300	124	274	150	150
AL	SRR9034695.1224685	OG0001109	AL|XP_043794209.1	300	67	217	150	150
AL	SRR9034695.1224835	OG0001109	AL|XP_043794209.1	300	17	167	150	150
AL	SRR9034695.1225737	OG0001109	AL|XP_043794209.1	300	94	244	150	150
AL	SRR9034695.1226036	OG0001109	AL|XP_043794209.1	300	94	244	150	150
AL	SRR9034695.1226971	OG0001109	AL|XP_043794209.1	296	155	303	148	148
AL	SRR9034695.1227399	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.1230344	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1230493	OG0001109	AL|XP_043794209.1	270	36	186	147	150
AL	SRR9034695.1230584	OG0001109	AL|XP_043794209.1	300	52	202	150	150
AL	SRR9034695.1231599	OG0001109	AL|XP_043794209.1	300	54	204	150	150
AL	SRR9034695.1231969	OG0001109	AL|XP_043794209.1	300	33	183	150	150
AL	SRR9034695.1233133	OG0001109	AL|XP_043794209.1	300	4	154	150	150
AL	SRR9034695.1233253	OG0001109	AL|XP_043794209.1	300	98	248	150	150
AL	SRR9034695.1234099	OG0001109	AL|XP_043794209.1	300	82	232	150	150
AL	SRR9034695.1234255	OG0001109	AL|XP_043794209.1	300	18	168	150	150
AL	SRR9034695.1234412	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1234798	OG0001109	AL|XP_043794209.1	300	82	232	150	150
AL	SRR9034695.1235191	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1235494	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.1235575	OG0001109	AL|XP_043794209.1	262	0	131	131	131
AL	SRR9034695.1235596	OG0001109	AL|XP_043794209.1	300	34	184	150	150
AL	SRR9034695.1235663	OG0001109	AL|XP_043794209.1	300	1	151	150	150
AL	SRR9034695.1235687	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1236312	OG0001109	AL|XP_043794209.1	300	106	256	150	150
AL	SRR9034695.1236752	OG0001109	AL|XP_043794209.1	300	150	300	150	150
AL	SRR9034695.1238139	OG0001109	AL|XP_043794209.1	290	5	155	149	150
AL	SRR9034695.1238140	OG0001109	AL|XP_043794209.1	290	5	155	149	150
AL	SRR9034695.1238829	OG0001109	AL|XP_043794209.1	260	112	242	130	130
AL	SRR9034695.1239262	OG0001109	AL|XP_043794209.1	260	112	242	130	130
AL	SRR9034695.1239289	OG0001109	AL|XP_043794209.1	300	124	274	150	150
AL	SRR9034695.1239555	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1241311	OG0001109	AL|XP_043794209.1	300	12	162	150	150
AL	SRR9034695.1241388	OG0001109	AL|XP_043794209.1	276	0	138	138	138
AL	SRR9034695.1241640	OG0001109	AL|XP_043794209.1	212	37	187	141	150
AL	SRR9034695.1242111	OG0001109	AL|XP_043794209.1	300	82	232	150	150
AL	SRR9034695.1242507	OG0001109	AL|XP_043794209.1	300	82	232	150	150
AL	SRR9034695.1242556	OG0001109	AL|XP_043794209.1	242	182	303	121	121
AL	SRR9034695.1243440	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.1246880	OG0001109	AL|XP_043794209.1	284	0	147	146	147
AL	SRR9034695.1248233	OG0001109	AL|XP_043794209.1	300	38	188	150	150
AL	SRR9034695.1248636	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.1248879	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1249069	OG0001109	AL|XP_043794209.1	250	178	303	125	125
AL	SRR9034695.1249556	OG0001109	AL|XP_043794209.1	300	6	156	150	150
AL	SRR9034695.1249842	OG0001109	AL|XP_043794209.1	300	126	276	150	150
AL	SRR9034695.1250571	OG0001109	AL|XP_043794209.1	284	0	147	146	147
AL	SRR9034695.1250885	OG0001109	AL|XP_043794209.1	282	0	146	145	146
AL	SRR9034695.1252818	OG0001109	AL|XP_043794209.1	300	142	292	150	150
AL	SRR9034695.1253254	OG0001109	AL|XP_043794209.1	244	181	303	122	122
AL	SRR9034695.1253483	OG0001109	AL|XP_043794209.1	292	157	303	146	146
AL	SRR9034695.1253550	OG0001109	AL|XP_043794209.1	300	143	293	150	150
AL	SRR9034695.1253726	OG0001109	AL|XP_043794209.1	290	94	244	149	150
AL	SRR9034695.1253748	OG0001109	AL|XP_043794209.1	270	163	303	139	140
AL	SRR9034695.1254092	OG0001109	AL|XP_043794209.1	268	39	173	134	134
AL	SRR9034695.1255833	OG0001109	AL|XP_043794209.1	300	101	251	150	150
AL	SRR9034695.1256108	OG0001109	AL|XP_043794209.1	290	143	293	149	150
AL	SRR9034695.1256109	OG0001109	AL|XP_043794209.1	300	143	293	150	150
AL	SRR9034695.1256594	OG0001109	AL|XP_043794209.1	300	132	282	150	150
AL	SRR9034695.1256894	OG0001109	AL|XP_043794209.1	300	113	263	150	150
AL	SRR9034695.1257019	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.1257193	OG0001109	AL|XP_043794209.1	300	123	273	150	150
AL	SRR9034695.1257368	OG0001109	AL|XP_043794209.1	264	171	303	132	132
AL	SRR9034695.1257441	OG0001109	AL|XP_043794209.1	300	115	265	150	150
AL	SRR9034695.1257749	OG0001109	AL|XP_043794209.1	300	123	273	150	150
AL	SRR9034695.1258832	OG0001109	AL|XP_043794209.1	300	101	251	150	150
AL	SRR9034695.1260079	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.1260520	OG0001109	AL|XP_043794209.1	222	162	303	135	141
AL	SRR9034695.1262605	OG0001109	AL|XP_043794209.1	268	0	134	134	134
AL	SRR9034695.1263281	OG0001109	AL|XP_043794209.1	300	95	245	150	150
AL	SRR9034695.1263801	OG0001109	AL|XP_043794209.1	300	90	240	150	150
AL	SRR9034695.1265927	OG0001109	AL|XP_043794209.1	300	12	162	150	150
AL	SRR9034695.1266897	OG0001109	AL|XP_043794209.1	254	0	127	127	127
AL	SRR9034695.1268019	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.1269603	OG0001109	AL|XP_043794209.1	300	55	205	150	150
AL	SRR9034695.1271002	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1271958	OG0001109	AL|XP_043794209.1	300	12	162	150	150
AL	SRR9034695.1272002	OG0001109	AL|XP_043794209.1	246	180	303	123	123
AL	SRR9034695.1272388	OG0001109	AL|XP_043794209.1	300	12	162	150	150
AL	SRR9034695.1272840	OG0001109	AL|XP_043794209.1	300	40	190	150	150
AL	SRR9034695.1273451	OG0001109	AL|XP_043794209.1	282	0	146	145	146
AL	SRR9034695.1275198	OG0001109	AL|XP_043794209.1	290	6	156	149	150
AL	SRR9034695.1275988	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1277067	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1277543	OG0001109	AL|XP_043794209.1	290	33	183	149	150
AL	SRR9034695.1277817	OG0001109	AL|XP_043794209.1	300	12	162	150	150
AL	SRR9034695.1278031	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.1278478	OG0001109	AL|XP_043794209.1	300	94	244	150	150
AL	SRR9034695.1279356	OG0001109	AL|XP_043794209.1	300	97	247	150	150
AL	SRR9034695.1280075	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.1280686	OG0001109	AL|XP_043794209.1	242	182	303	121	121
AL	SRR9034695.1281037	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.1286439	OG0001109	AL|XP_043794209.1	300	117	267	150	150
AL	SRR9034695.1287395	OG0001109	AL|XP_043794209.1	296	0	148	148	148
AL	SRR9034695.1287674	OG0001109	AL|XP_043794209.1	300	132	282	150	150
AL	SRR9034695.1287826	OG0001109	AL|XP_043794209.1	290	2	152	149	150
AL	SRR9034695.1287881	OG0001109	AL|XP_043794209.1	300	6	156	150	150
AL	SRR9034695.1289232	OG0001109	AL|XP_043794209.1	300	84	234	150	150
AL	SRR9034695.1290141	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1290209	OG0001109	AL|XP_043794209.1	300	136	286	150	150
AL	SRR9034695.1290828	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1292872	OG0001109	AL|XP_043794209.1	286	0	148	147	148
AL	SRR9034695.1293310	OG0001109	AL|XP_043794209.1	300	136	286	150	150
AL	SRR9034695.1294089	OG0001109	AL|XP_043794209.1	300	1	151	150	150
AL	SRR9034695.1294397	OG0001109	AL|XP_043794209.1	300	1	151	150	150
AL	SRR9034695.1294402	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.1294646	OG0001109	AL|XP_043794209.1	274	94	231	137	137
AL	SRR9034695.1295060	OG0001109	AL|XP_043794209.1	244	181	303	122	122
AL	SRR9034695.1295202	OG0001109	AL|XP_043794209.1	250	168	303	133	135
AL	SRR9034695.1295709	OG0001109	AL|XP_043794209.1	300	27	177	150	150
AL	SRR9034695.1295992	OG0001109	AL|XP_043794209.1	298	154	303	149	149
AL	SRR9034695.1296400	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1296483	OG0001109	AL|XP_043794209.1	290	2	152	149	150
AL	SRR9034695.1297631	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1298622	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1298657	OG0001109	AL|XP_043794209.1	300	55	205	150	150
AL	SRR9034695.1298709	OG0001109	AL|XP_043794209.1	274	94	231	137	137
AL	SRR9034695.1300013	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1300948	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.1301550	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.1302526	OG0001109	AL|XP_043794209.1	300	7	157	150	150
AL	SRR9034695.1303141	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.1303871	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.1304523	OG0001109	AL|XP_043794209.1	300	117	267	150	150
AL	SRR9034695.1306029	OG0001109	AL|XP_043794209.1	254	0	132	131	132
AL	SRR9034695.1306662	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.1307976	OG0001109	AL|XP_043794209.1	254	0	132	131	132
AL	SRR9034695.1308014	OG0001109	AL|XP_043794209.1	284	161	303	142	142
AL	SRR9034695.1309450	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.1309606	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.1310221	OG0001109	AL|XP_043794209.1	264	171	303	132	132
AL	SRR9034695.1310413	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.1310662	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.1311922	OG0001109	AL|XP_043794209.1	290	126	276	149	150
AL	SRR9034695.1312281	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.1314081	OG0001109	AL|XP_043794209.1	294	0	147	147	147
AL	SRR9034695.1314181	OG0001109	AL|XP_043794209.1	300	121	271	150	150
AL	SRR9034695.1315124	OG0001109	AL|XP_043794209.1	264	171	303	132	132
AL	SRR9034695.1316467	OG0001109	AL|XP_043794209.1	264	171	303	132	132
AL	SRR9034695.1318236	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1318251	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.1318871	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.1319065	OG0001109	AL|XP_043794209.1	300	149	299	150	150
AL	SRR9034695.1319108	OG0001109	AL|XP_043794209.1	300	114	264	150	150
AL	SRR9034695.1319555	OG0001109	AL|XP_043794209.1	246	180	303	123	123
AL	SRR9034695.1320235	OG0001109	AL|XP_043794209.1	300	37	187	150	150
AL	SRR9034695.1320561	OG0001109	AL|XP_043794209.1	300	37	187	150	150
AL	SRR9034695.1321159	OG0001109	AL|XP_043794209.1	290	12	162	149	150
AL	SRR9034695.1321273	OG0001109	AL|XP_043794209.1	300	84	234	150	150
AL	SRR9034695.1321300	OG0001109	AL|XP_043794209.1	300	116	266	150	150
AL	SRR9034695.1323050	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.1324403	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1324604	OG0001109	AL|XP_043794209.1	270	0	145	143	145
AL	SRR9034695.1324959	OG0001109	AL|XP_043794209.1	300	125	275	150	150
AL	SRR9034695.1325064	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.1325276	OG0001109	AL|XP_043794209.1	264	0	137	136	137
AL	SRR9034695.1325357	OG0001109	AL|XP_043794209.1	300	17	167	150	150
AL	SRR9034695.1326015	OG0001109	AL|XP_043794209.1	300	54	204	150	150
AL	SRR9034695.1326043	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1326508	OG0001109	AL|XP_043794209.1	300	17	167	150	150
AL	SRR9034695.1329437	OG0001109	AL|XP_043794209.1	300	125	275	150	150
AL	SRR9034695.1330653	OG0001109	AL|XP_043794209.1	300	143	293	150	150
AL	SRR9034695.1330931	OG0001109	AL|XP_043794209.1	300	125	275	150	150
AL	SRR9034695.1331586	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1331655	OG0001109	AL|XP_043794209.1	300	125	275	150	150
AL	SRR9034695.1331694	OG0001109	AL|XP_043794209.1	272	167	303	136	136
AL	SRR9034695.1331758	OG0001109	AL|XP_043794209.1	254	0	132	131	132
AL	SRR9034695.1333424	OG0001109	AL|XP_043794209.1	300	116	266	150	150
AL	SRR9034695.1333601	OG0001109	AL|XP_043794209.1	300	133	283	150	150
AL	SRR9034695.1333891	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.1334520	OG0001109	AL|XP_043794209.1	266	0	138	137	138
AL	SRR9034695.1334984	OG0001109	AL|XP_043794209.1	300	127	277	150	150
AL	SRR9034695.1335153	OG0001109	AL|XP_043794209.1	300	97	247	150	150
AL	SRR9034695.1336507	OG0001109	AL|XP_043794209.1	244	181	303	122	122
AL	SRR9034695.1337861	OG0001109	AL|XP_043794209.1	274	0	137	137	137
AL	SRR9034695.1339309	OG0001109	AL|XP_043794209.1	290	73	223	149	150
AL	SRR9034695.1341154	OG0001109	AL|XP_043794209.1	300	116	266	150	150
AL	SRR9034695.1341721	OG0001109	AL|XP_043794209.1	300	134	284	150	150
AL	SRR9034695.1342333	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1342562	OG0001109	AL|XP_043794209.1	290	0	150	149	150
AL	SRR9034695.1343590	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1343861	OG0001109	AL|XP_043794209.1	300	77	227	150	150
AL	SRR9034695.1344234	OG0001109	AL|XP_043794209.1	276	0	138	138	138
AL	SRR9034695.1345324	OG0001109	AL|XP_043794209.1	268	0	134	134	134
AL	SRR9034695.1345544	OG0001109	AL|XP_043794209.1	300	126	276	150	150
AL	SRR9034695.1345704	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.1346078	OG0001109	AL|XP_043794209.1	274	0	137	137	137
AL	SRR9034695.1346722	OG0001109	AL|XP_043794209.1	284	161	303	142	142
AL	SRR9034695.1347166	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1348619	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1348786	OG0001109	AL|XP_043794209.1	300	94	244	150	150
AL	SRR9034695.1349084	OG0001109	AL|XP_043794209.1	300	94	244	150	150
AL	SRR9034695.1349822	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1349933	OG0001109	AL|XP_043794209.1	250	0	145	141	145
AL	SRR9034695.1350964	OG0001109	AL|XP_043794209.1	264	0	132	132	132
AL	SRR9034695.1353010	OG0001109	AL|XP_043794209.1	270	168	303	135	135
AL	SRR9034695.1353156	OG0001109	AL|XP_043794209.1	300	4	154	150	150
AL	SRR9034695.1355671	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1356206	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1356269	OG0001109	AL|XP_043794209.1	250	173	303	129	130
AL	SRR9034695.1356918	OG0001109	AL|XP_043794209.1	294	156	303	147	147
AL	SRR9034695.1357119	OG0001109	AL|XP_043794209.1	300	7	157	150	150
AL	SRR9034695.1357175	OG0001109	AL|XP_043794209.1	268	0	139	138	139
AL	SRR9034695.1357251	OG0001109	AL|XP_043794209.1	300	7	157	150	150
AL	SRR9034695.1358124	OG0001109	AL|XP_043794209.1	286	0	148	147	148
AL	SRR9034695.1358206	OG0001109	AL|XP_043794209.1	284	161	303	142	142
AL	SRR9034695.1358959	OG0001109	AL|XP_043794209.1	300	11	161	150	150
AL	SRR9034695.1359406	OG0001109	AL|XP_043794209.1	300	18	168	150	150
AL	SRR9034695.1360245	OG0001109	AL|XP_043794209.1	290	10	160	149	150
AL	SRR9034695.1360425	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.1363072	OG0001109	AL|XP_043794209.1	300	113	263	150	150
AL	SRR9034695.1363315	OG0001109	AL|XP_043794209.1	300	83	233	150	150
AL	SRR9034695.1363983	OG0001109	AL|XP_043794209.1	256	175	303	128	128
