Orthogroup	Apis_cerana	Apis_dorsata	Apis_florea	Apis_laboriosa	Apis_mellifera	Bombus_terrestris
OG0004457	XP_061936216.1	XP_006622603.1	XP_003697347.1	XP_043787228.1	XP_623983.3	XP_003398511.1
OG0004458	XP_016914945.2	XP_006622606.1	XP_003697351.1	XP_043787222.1	XP_016769991.2	XP_003398513.1
OG0004459	XP_016914950.1	XP_006622599.1	XP_031774826.2	XP_043787204.1	XP_006566109.1	XP_020720697.1
OG0004460	XP_016914962.1	XP_006621143.1	XP_003698491.1	XP_043786967.1	XP_393699.3	XP_012167998.3
OG0004461	XP_061936120.1	XP_006619104.1	XP_003698534.1	XP_043786987.1	XP_026299011.1	XP_003398288.1
OG0004462	XP_016914968.1	XP_006621298.1	XP_003697338.1	XP_043787240.1	XP_393059.1	XP_003398481.1
OG0004463	XP_016914971.1	XP_006621290.1	XP_086772376.1	XP_043787216.1	XP_006566096.3	XP_003398493.1
OG0004464	XP_061936062.1	XP_006619195.1	XP_086773324.1	XP_043787025.1	XP_001122994.2	XP_012167803.1
OG0004465	XP_061928080.1	XP_031367567.1	XP_086764592.1	XP_043800840.1	XP_026294891.1	XP_012171890.1
OG0004466	XP_016914980.1	XP_006617170.1	XP_012345459.2	XP_043788659.1	XP_016771991.1	XP_003401244.2
OG0004467	XP_061927972.1	XP_006624384.1	XP_012346801.2	XP_043800820.1	XP_026294852.1	XP_048265931.1
OG0004468	XP_061927978.1	XP_006620248.1	XP_086764613.1	XP_043800796.1	XP_016772927.1	XP_012168534.1
OG0004469	XP_016914994.1	XP_006618241.1	XP_086764594.1	XP_043800852.1	XP_001122332.1	XP_003393634.1
OG0004470	XP_016915000.2	XP_006615132.1	XP_031771378.1	XP_043799032.1	XP_001121910.1	XP_003398931.1
OG0004471	XP_016914999.1	XP_006614654.1	XP_003697206.1	XP_043800874.1	XP_006572091.1	XP_012168561.3
OG0004472	XP_016915007.1	XP_006624412.1	XP_086764508.1	XP_043800811.1	XP_003249228.1	XP_003402235.1
OG0004473	XP_061928004.1	XP_006623621.1	XP_012346768.2	XP_043800779.1	XP_006558164.2	XP_003402231.2
OG0004474	XP_016915012.2	XP_031370667.1	XP_012346779.2	XP_043800823.1	XP_026294980.1	XP_012173752.1
OG0004475	XP_016915014.2	XP_031365776.1	XP_003697104.1	XP_043800860.1	XP_006572092.1	XP_003398647.2
OG0004476	XP_016915016.1	XP_006623817.1	XP_012346718.2	XP_043800882.1	XP_006557684.2	XP_048265656.1
OG0004477	XP_061927971.1	XP_006620241.1	XP_003697116.2	XP_043800819.1	XP_003251819.1	XP_012171841.3
OG0004478	XP_016915025.1	XP_006620237.1	XP_031774646.1	XP_043800830.1	XP_026294924.1	XP_003403224.1
OG0004479	XP_028523340.1	XP_006614658.1	XP_086764628.1	XP_043800784.1	XP_006572095.1	XP_012168515.1
OG0004480	XP_016915040.2	XP_006623682.1	XP_086764500.1	XP_043800825.1	XP_026294814.1	XP_012173766.1
OG0004481	XP_061927984.1	XP_006620255.1	XP_086764616.1	XP_043800921.1	XP_003251860.1	XP_003398652.1
OG0004482	XP_061928138.1	XP_006620235.1	XP_086764603.1	XP_043800863.1	XP_026294787.1	XP_012175209.2
OG0004483	XP_061936108.1	XP_006619126.1	XP_031775691.1	XP_043787393.1	XP_026299247.1	XP_003398274.1
OG0004484	XP_061932736.1	XP_006620963.2	XP_003692404.1	XP_043800019.1	XP_003251651.1	XP_003395943.2
OG0004485	XP_028523410.1	XP_006617235.2	XP_086766826.1	XP_043799969.1	XP_026297149.1	XP_048262644.1
OG0004486	XP_028523404.2	XP_031367066.1	XP_086767226.1	XP_043800183.1	XP_016768006.1	XP_048262640.1
OG0004487	XP_016915087.2	XP_031367031.1	XP_003692476.3	XP_043800054.1	XP_026297335.1	XP_012174824.2
OG0004488	XP_016915091.1	XP_006617184.1	XP_003692395.1	XP_043800142.1	XP_624541.1	XP_012173862.1
OG0004489	XP_016915093.1	XP_006617217.1	XP_012340309.1	XP_043800168.1	XP_006571002.1	XP_012164683.2
OG0004490	XP_016915113.2	XP_031367024.1	XP_012340177.1	XP_043800079.1	XP_006571006.1	XP_048262785.1
OG0004491	XP_016915124.1	XP_031367010.1	XP_003692487.2	XP_043800355.1	XP_016768362.2	XP_020723661.1
OG0004492	XP_016915125.1	XP_006617240.1	XP_086766844.1	XP_043800356.1	XP_016768363.1	XP_020723662.1
OG0004493	XP_016915137.1	XP_031366036.1	XP_086773214.1	XP_043798709.1	XP_026299690.1	XP_048265905.1
OG0004494	XP_016915141.1	XP_006620918.1	XP_012340271.2	XP_043800134.1	XP_006570978.1	XP_020723278.1
OG0004495	XP_061932744.1	XP_006617179.2	XP_012340273.1	XP_043800135.1	XP_001121051.2	XP_012173875.2
OG0004496	XP_016915156.2	XP_006617961.1	XP_012344454.3	XP_043791459.1	XP_006558585.2	XP_003400220.1
OG0004497	XP_028523396.1	XP_006617282.2	XP_086766838.1	XP_043800380.1	XP_396028.5	XP_020723657.2
OG0004498	XP_061932663.1	XP_006617232.1	XP_012340219.1	XP_043799964.1	XP_006571017.1	XP_003402966.2
OG0004499	XP_016915177.2	XP_006617246.1	XP_086767225.1	XP_043799778.1	XP_026297256.1	XP_048262619.1
OG0004500	XP_016915183.1	XP_006617263.1	XP_003692512.1	XP_043799781.1	XP_392823.3	XP_003402944.1
OG0004501	XP_016915191.1	XP_006617215.1	XP_003692488.2	XP_043800031.1	XP_006571000.1	XP_003395919.1
OG0004502	XP_016915198.1	XP_031367035.1	XP_003692520.3	XP_043800423.1	XP_001121188.2	XP_012174717.2
OG0004503	XP_016915200.1	XP_006617257.1	XP_003692516.1	XP_043800363.1	XP_394616.1	XP_020723653.1
OG0004504	XP_061932721.1	XP_006617188.1	XP_012340290.2	XP_043800322.1	XP_006570983.1	XP_003402293.1
OG0004505	XP_016915204.1	XP_006617191.1	XP_003692389.3	XP_043800105.1	XP_395661.4	XP_003402288.1
OG0004506	XP_016915205.1	XP_006617199.1	XP_086767064.1	XP_043800062.1	XP_623499.1	XP_048262385.1
OG0004507	XP_016915222.2	XP_006617264.2	XP_003692445.1	XP_043800338.1	XP_392401.3	XP_003402903.1
OG0004508	XP_016915223.1	XP_031367037.1	XP_003692392.1	XP_043800317.1	XP_393096.3	XP_048262484.1
OG0004509	XP_061932613.1	XP_031367040.1	XP_012340242.1	XP_043800443.1	XP_026296990.1	XP_020723635.1
OG0004510	XP_016915231.1	XP_006617274.1	XP_003692439.1	XP_043799989.1	XP_001121014.2	XP_012174727.1
OG0004511	XP_016915233.2	XP_006617277.1	XP_003692469.2	XP_043800013.1	XP_001121130.1	XP_003402957.1
OG0004512	XP_016915236.1	XP_031367044.1	XP_086767234.1	XP_043800012.1	XP_016768233.1	XP_048262625.1
OG0004513	XP_016915240.1	XP_006612799.1	XP_003697183.3	XP_043800812.1	XP_026294788.1	XP_003398644.3
OG0004514	XP_061942514.1	XP_006623656.1	XP_012344081.1	XP_043789203.1	XP_006563151.1	XP_048267113.1
OG0004515	XP_061942510.1	XP_006623649.1	XP_086763182.1	XP_043789295.1	XP_016772482.2	XP_003399674.1
OG0004516	XP_061942471.1	XP_031370031.1	XP_086763164.1	XP_043789242.1	XP_016772486.2	XP_048266785.1
OG0004517	XP_016915256.1	XP_006610773.1	XP_012343659.1	XP_043789213.1	XP_003250085.1	XP_048269985.1
OG0004518	XP_061942772.1	XP_031364061.1	XP_031773383.2	XP_043789197.1	XP_016772605.1	XP_003399660.3
OG0004519	XP_061942773.1	XP_031364065.1	XP_086763154.1	XP_043789234.1	XP_006563190.1	XP_012170187.1
OG0004520	XP_016915270.1	XP_031364029.1	XP_003690116.2	XP_043789238.1	XP_016772502.2	XP_003399647.1
OG0004521	XP_061942506.1	XP_006623647.1	XP_086763178.1	XP_043789292.1	XP_006563167.1	XP_003399672.2
OG0004522	XP_016915281.1	XP_006623643.1	XP_003690132.1	XP_043789293.1	XP_006563169.1	XP_003399673.1
OG0004523	XP_016915283.2	XP_006610815.2	XP_086763200.1	XP_043789208.1	XP_026301643.1	XP_003399976.2
OG0004524	XP_016915291.1	XP_006612281.1	XP_003689640.1	XP_043788126.1	XP_016767438.1	XP_003394961.1
OG0004525	XP_016915287.1	XP_031364014.1	XP_086763210.1	XP_043789233.1	XP_006563200.1	XP_048266875.1
OG0004526	XP_016915289.1	XP_006610822.1	XP_003690118.1	XP_043789172.1	XP_026301546.1	XP_003399653.1
OG0004527	XP_016915292.2	XP_006610821.1	XP_003698283.3	XP_043789173.1	XP_006563262.2	XP_012170175.2
OG0004528	XP_016915293.2	XP_006610820.1	XP_086763205.1	XP_043789174.1	XP_003250223.1	XP_003399651.2
OG0004529	XP_016915302.1	XP_031364624.1	XP_031776513.1	XP_043788195.1	XP_016767150.1	XP_003394957.2
OG0004530	XP_016915306.2	XP_006610811.1	XP_086763225.1	XP_043789290.1	XP_026301632.1	XP_003399639.1
OG0004531	XP_061941684.1	XP_031368538.1	XP_086773903.1	XP_043790833.1	XP_006561073.2	XP_003401382.2
OG0004532	XP_016915321.3	XP_031364682.1	XP_012349186.2	XP_043789441.1	XP_001121697.3	XP_048264296.1
OG0004533	XP_016915322.2	XP_006607681.1	XP_012349175.2	XP_043789440.1	XP_006561944.2	XP_003397796.3
OG0004534	XP_016915323.1	XP_006620007.1	XP_012348777.3	XP_043804379.1	XP_006560095.2	XP_020723885.2
OG0004535	XP_061929630.1	XP_006612529.1	XP_012341888.3	XP_043796237.1	XP_016769111.2	XP_048263665.1
OG0004536	XP_016915332.1	XP_006612524.1	XP_086768841.1	XP_043796177.1	XP_016773395.2	XP_012165904.1
OG0004537	XP_016915333.1	XP_006612520.1	XP_003693618.2	XP_043796173.1	XP_016773325.1	XP_012165897.1
OG0004538	XP_016915339.1	XP_006612512.1	XP_086769118.1	XP_043796333.1	XP_026301577.1	XP_003396776.1
OG0004539	XP_061929024.1	XP_006614193.1	XP_003691004.2	XP_043803885.1	XP_016766850.2	XP_020724073.1
OG0004540	XP_061941116.1	XP_031368818.1	XP_003694762.1	XP_043785740.1	XP_026300979.1	XP_048267910.1
OG0004541	XP_016915350.2	XP_031368819.1	XP_086765181.1	XP_043785376.1	XP_006565810.2	XP_048267702.1
OG0004542	XP_016915354.1	XP_006620893.1	XP_031773165.1	XP_043785807.1	XP_003250694.2	XP_003400464.1
OG0004543	XP_016915355.1	XP_006620894.1	XP_003694848.2	XP_043785772.1	XP_003250708.2	XP_003400435.1
OG0004544	XP_016915360.1	XP_006612282.1	XP_003689656.1	XP_043788175.1	XP_016767439.1	XP_003394963.1
OG0004545	XP_016915357.2	XP_006620899.1	XP_031773164.2	XP_043785739.1	XP_003250695.1	XP_020722093.2
OG0004546	XP_016915365.1	XP_031368843.1	XP_031773166.1	XP_043785805.1	XP_016771560.1	XP_012171331.2
OG0004547	XP_016915368.1	XP_006624154.1	XP_031773108.1	XP_043785829.1	XP_006565707.1	XP_003400395.1
OG0004548	XP_016915772.1	XP_031365876.1	XP_086773929.1	XP_043789954.1	XP_016769496.1	XP_012167631.2
OG0004549	XP_028523486.2	XP_031370260.1	XP_086765271.1	XP_043785844.1	XP_016771790.2	XP_048268222.1
OG0004550	XP_016915380.1	XP_006624169.1	XP_086765269.1	XP_043785556.1	XP_394968.3	XP_020722006.1
OG0004551	XP_016915383.1	XP_006624168.1	XP_003694875.1	XP_043785561.1	XP_003250716.1	XP_003400404.1
OG0004552	XP_016915386.2	XP_006624172.1	XP_086765273.1	XP_043785559.1	XP_003250715.2	XP_003400403.1
OG0004553	XP_016915397.1	XP_006612274.1	XP_086759525.1	XP_043788194.1	XP_006560615.1	XP_048260747.1
OG0004554	XP_016915394.2	XP_006612722.1	XP_012343509.2	XP_043785567.1	XP_006565802.2	XP_012171146.1
OG0004555	XP_016915395.2	XP_006612724.1	XP_003694744.1	XP_043785206.1	XP_001122885.3	XP_012171145.2
OG0004556	XP_016915398.1	XP_006612728.1	XP_003694750.2	XP_043785503.1	XP_001121176.1	XP_012171143.1
OG0004557	XP_028523509.2	XP_006612725.2	XP_012343534.2	XP_043785737.1	XP_016771705.1	XP_003400364.1
OG0004558	XP_061940944.1	XP_006612747.1	XP_086765205.1	XP_043785569.1	XP_006565801.1	XP_003400368.1
OG0004559	XP_016915411.2	XP_031364885.1	XP_012343517.2	XP_043785380.1	XP_006565787.1	XP_020722025.2
OG0004560	XP_016915416.2	XP_031364887.1	XP_003694841.4	XP_043785384.1	XP_006565786.2	XP_020722029.2
OG0004561	XP_016915422.2	XP_031364879.1	XP_086765220.1	XP_043785315.1	XP_394040.3	XP_020722116.1
OG0004562	XP_028523439.1	XP_006612294.1	XP_086759491.1	XP_043788181.1	XP_006560637.2	XP_048261105.1
OG0004563	XP_016915447.1	XP_006612779.1	XP_012343598.2	XP_043785996.1	XP_392041.4	XP_012171162.2
OG0004564	XP_016915448.1	XP_006612717.1	XP_003694751.1	XP_043785951.1	XP_026301031.1	XP_003402533.1
OG0004565	XP_016915449.1	XP_006612719.1	XP_003694752.1	XP_043785953.1	XP_394035.3	XP_003402534.1
OG0004566	XP_016915450.1	XP_006612716.1	XP_003694754.1	XP_043785955.1	XP_006565809.1	XP_003403008.1
OG0004567	XP_016915451.1	XP_031364873.1	XP_003694753.1	XP_043785957.1	XP_001122862.2	XP_020723425.1
OG0004568	XP_016915462.1	XP_006612715.1	XP_012343657.2	XP_043785956.1	XP_001122848.2	XP_003403007.1
OG0004569	XP_028523489.1	XP_006620890.1	XP_003694758.2	XP_043785678.1	XP_001122835.3	XP_003400456.1
OG0004570	XP_016915467.1	XP_031368844.1	XP_003694757.3	XP_043785679.1	XP_001122842.2	XP_003400448.1
OG0004571	XP_061941007.1	XP_006624142.1	XP_086765267.1	XP_043785237.1	XP_026301018.1	XP_003400423.2
OG0004572	XP_016915472.1	XP_006612768.1	XP_012343536.1	XP_043785803.1	XP_006565783.1	XP_020722230.1
OG0004573	XP_061929656.1	XP_031364637.1	XP_031775199.1	XP_043788184.1	XP_016767194.1	XP_012163506.2
OG0004574	XP_061934970.1	XP_006623454.1	XP_003693396.1	XP_043797037.1	XP_624111.1	XP_003401769.1
OG0004575	XP_016915499.1	XP_006612291.1	XP_003689690.1	XP_043788185.1	XP_006560635.1	XP_003395254.2
OG0004576	XP_061934953.1	XP_006608646.1	XP_003693338.1	XP_043797338.1	XP_623699.3	XP_003401762.2
OG0004577	XP_061934917.1	XP_006608704.1	XP_012341512.1	XP_043796811.1	XP_006568573.1	XP_003401792.1
OG0004578	XP_016915509.1	XP_006608650.1	XP_012341557.3	XP_043796526.1	XP_026298163.1	XP_003402022.1
OG0004579	XP_016915521.1	XP_006608707.1	XP_003693413.2	XP_043796881.1	XP_003251246.1	XP_003401798.1
OG0004580	XP_016915526.1	XP_006608670.1	XP_012341483.3	XP_043796974.1	XP_016769083.2	XP_003401783.1
OG0004581	XP_016915527.1	XP_006621980.1	XP_003695441.1	XP_043796982.1	XP_624561.1	XP_020720092.1
OG0004582	XP_061934980.1	XP_006623883.1	XP_003695428.2	XP_043797245.1	XP_026298299.1	XP_020724247.2
OG0004583	XP_016915533.1	XP_006608669.1	XP_012341449.2	XP_043796977.1	XP_001122532.3	XP_003401784.1
OG0004584	XP_016915537.1	XP_006608713.1	XP_003693326.1	XP_043796931.1	XP_624087.2	XP_003401806.1
OG0004585	XP_016915538.1	XP_006623872.1	XP_003695408.1	XP_043796961.1	XP_624339.2	XP_003394421.1
OG0004586	XP_016915539.1	XP_006614994.1	XP_003695452.2	XP_043796873.1	XP_001121019.2	XP_048264959.1
OG0004587	XP_016915546.1	XP_006615002.2	XP_012344385.1	XP_043796953.1	XP_003251429.1	XP_003397474.1
OG0004588	XP_061935042.1	XP_006614975.1	XP_086761889.1	XP_043797217.1	XP_026298224.1	XP_048264343.1
OG0004589	XP_061934976.1	XP_006624084.1	XP_012344391.1	XP_043797139.1	XP_016769066.2	XP_048269669.1
OG0004590	XP_028523534.1	XP_006608695.1	XP_086762412.1	XP_043796470.1	XP_006569756.1	XP_048269154.1
OG0004591	XP_061934982.1	XP_006623885.1	XP_086761777.1	XP_043797128.1	XP_016769089.1	XP_003394437.2
OG0004592	XP_016915605.2	XP_006616038.1	XP_086759487.1	XP_043788188.1	XP_006560649.2	XP_048260765.1
OG0004593	XP_016915606.1	XP_006621988.1	XP_003695436.4	XP_043796464.1	XP_026298052.1	XP_003401984.1
OG0004594	XP_028523540.1	XP_006608677.1	XP_003693361.4	XP_043796454.1	XP_026297832.1	XP_012173162.3
OG0004595	XP_016915618.1	XP_006614967.1	XP_012344371.2	XP_043796505.1	XP_394711.4	XP_003397485.1
OG0004596	XP_016915620.1	XP_006614970.1	XP_003695419.1	XP_043796510.1	XP_026298239.1	XP_003397488.1
OG0004597	XP_061934977.1	XP_006623861.2	XP_003695421.1	XP_043796592.1	XP_394764.3	XP_048269829.1
OG0004598	XP_016915626.2	XP_006623865.1	XP_003695429.2	XP_043796601.1	XP_001119993.2	XP_048269833.1
OG0004599	XP_016915637.1	XP_006624085.1	XP_086761806.1	XP_043796769.1	XP_623503.1	XP_048269718.1
OG0004600	XP_061934899.1	XP_031369331.1	XP_012341519.1	XP_043797352.1	XP_026297907.1	XP_012173196.3
OG0004601	XP_016915647.1	XP_006621978.1	XP_003695413.1	XP_043796950.1	XP_001120685.1	XP_003397977.2
OG0004602	XP_016915648.2	XP_006621975.1	XP_003695444.2	XP_043797314.1	XP_026298047.1	XP_003397976.2
OG0004603	XP_016915654.1	XP_006621965.1	XP_086761837.1	XP_043796485.1	XP_003251427.1	XP_003397471.1
OG0004604	XP_016915663.2	XP_006621982.1	XP_003695440.2	XP_043796840.1	XP_001120296.2	XP_012167727.1
OG0004605	XP_061934955.1	XP_006608647.1	XP_012341534.2	XP_043797339.1	XP_026297969.1	XP_003394422.1
OG0004606	XP_016915678.1	XP_006608667.1	XP_012341481.3	XP_043796842.1	XP_006569773.2	XP_003401774.2
OG0004607	XP_061934895.1	XP_031369541.1	XP_003693368.1	XP_043796729.1	XP_001120879.2	XP_003401813.2
OG0004608	XP_016915684.1	XP_006608662.1	XP_012341498.2	XP_043796731.1	XP_026298103.1	XP_003402071.1
OG0004609	XP_016915687.1	XP_006608688.1	XP_086762443.1	XP_043796682.1	XP_016769009.2	XP_048269148.1
OG0004610	XP_016915709.1	XP_006620908.1	XP_086759553.1	XP_043797426.1	XP_026295869.1	XP_012163593.2
OG0004611	XP_028523577.1	XP_031370247.1	XP_086759641.1	XP_043797432.1	XP_026295997.1	XP_048261476.1
OG0004612	XP_016915713.1	XP_006624137.1	XP_012342839.2	XP_043797457.1	XP_026295859.1	XP_003395115.1
OG0004613	XP_016915723.1	XP_006620905.1	XP_012342890.2	XP_043797419.1	XP_026295988.1	XP_003395261.4
OG0004614	XP_061929475.1	XP_006620907.2	XP_012342817.2	XP_043797425.1	XP_006558247.3	XP_012163732.2
OG0004615	XP_016915734.1	XP_031366739.1	XP_012342831.2	XP_043797427.1	XP_016767258.1	XP_012163726.3
OG0004616	XP_016915736.1	XP_006616640.1	XP_012342833.1	XP_043797447.1	XP_006558801.1	XP_012163549.2
OG0004617	XP_061929519.1	XP_031370236.1	XP_086759637.1	XP_043797387.1	XP_026296212.1	XP_012163590.2
OG0004618	XP_016915765.2	XP_031370239.1	XP_031772780.2	XP_043797400.1	XP_016767443.2	XP_003395122.1
OG0004619	XP_061927115.1	XP_031371162.1	XP_012349953.2	XP_043801309.1	XP_003250738.3	XP_003393957.3
OG0004620	XP_061937553.1	XP_031370537.1	XP_003698147.2	XP_043790143.1	XP_026299612.1	XP_048261132.1
OG0004621	XP_061937567.1	XP_031369936.1	XP_003698180.3	XP_043790150.1	XP_026299706.1	XP_048265902.1
OG0004622	XP_061937563.1	XP_006623383.1	XP_012348385.3	XP_043790081.1	XP_026299709.1	XP_003398821.1
OG0004623	XP_016915784.1	XP_006616027.1	XP_003689704.1	XP_043788165.1	XP_394517.4	XP_003395058.1
OG0004624	XP_061937554.1	XP_031370538.1	XP_012348412.1	XP_043790135.1	XP_006572060.1	XP_048266189.1
OG0004625	XP_061937559.1	XP_006623391.1	XP_003698184.1	XP_043790116.1	XP_006572378.3	XP_003398829.1
OG0004626	XP_061937606.1	XP_006623114.2	XP_031775483.1	XP_043790193.1	XP_026299449.1	XP_003398886.1
OG0004627	XP_016915790.1	XP_006624777.2	XP_086768648.1	XP_043790215.1	XP_026299872.1	XP_020721286.2
OG0004628	XP_016915798.1	XP_006624776.1	XP_031775466.2	XP_043790212.1	XP_393002.3	XP_048266191.1
OG0004629	XP_016915805.1	XP_006616023.1	XP_012349461.3	XP_043788150.1	XP_026295913.1	XP_012163493.2
OG0004630	XP_061937585.1	XP_006623100.1	XP_012348338.1	XP_043790184.1	XP_006562449.1	XP_012168862.1
OG0004631	XP_016915813.1	XP_031369815.1	XP_003698176.2	XP_043790076.1	XP_623546.1	XP_012168887.1
OG0004632	XP_016915817.2	XP_006623093.1	XP_003698171.1	XP_043790109.1	XP_026299504.1	XP_003398814.1
OG0004633	XP_016915819.1	XP_006624908.1	XP_003698175.1	XP_043790201.1	XP_006562473.1	XP_012168843.2
OG0004634	XP_061937564.1	XP_031369937.1	XP_012348386.2	XP_043790079.1	XP_006572237.1	XP_012168893.1
OG0004635	XP_061937608.1	XP_006623117.1	XP_086768519.1	XP_043790171.1	XP_016770500.2	XP_012168859.1
OG0004636	XP_061937555.1	XP_006624780.1	XP_086768654.1	XP_043790133.1	XP_026299562.1	XP_048266561.1
OG0004637	XP_061930271.1	XP_006611867.1	XP_003689992.3	XP_043801866.1	XP_006567224.1	XP_020718456.2
OG0004638	XP_016915855.1	XP_006611861.1	XP_012341712.1	XP_043801877.1	XP_001122056.2	XP_003395132.1
OG0004639	XP_061939744.1	XP_031371051.1	XP_086770455.1	XP_043794783.1	XP_006560468.1	XP_020721921.2
OG0004640	XP_061939743.1	XP_006609700.2	XP_003692677.2	XP_043794709.1	XP_006560472.1	XP_003400057.2
OG0004641	XP_016915866.1	XP_006609600.1	XP_086770468.1	XP_043794706.1	XP_006560481.1	XP_012170675.1
OG0004642	XP_016915870.1	XP_006625228.1	XP_086770622.1	XP_043794961.1	XP_006560473.1	XP_003400044.2
OG0004643	XP_016915876.1	XP_006612288.1	XP_003689625.2	XP_043788154.1	XP_006560619.1	XP_012163336.1
OG0004644	XP_016915872.1	XP_006609614.1	XP_003692645.1	XP_043794717.1	XP_016771408.2	XP_048267418.1
OG0004645	XP_016915874.1	XP_031371054.1	XP_086770475.1	XP_043794963.1	XP_006560474.1	XP_048267419.1
OG0004646	XP_016915881.1	XP_031371037.1	XP_003692652.1	XP_043794793.1	XP_393452.4	XP_003400093.1
OG0004647	XP_016915882.1	XP_006609598.1	XP_012340498.1	XP_043794969.1	XP_393453.3	XP_048267352.1
OG0004648	XP_016915889.1	XP_006609597.1	XP_003692653.1	XP_043794973.1	XP_001120067.1	XP_048267356.1
OG0004649	XP_016915890.1	XP_006609632.1	XP_012340525.3	XP_043794794.1	XP_393926.4	XP_003400083.3
OG0004650	XP_016915901.1	XP_006609640.1	XP_012340473.1	XP_043794849.1	XP_006560455.1	XP_012170716.1
OG0004651	XP_016915903.1	XP_006609628.1	XP_086770516.1	XP_043794722.1	XP_026300580.1	XP_003400080.2
OG0004652	XP_061939804.1	XP_031371043.1	XP_086770515.1	XP_043794732.1	XP_003249671.1	XP_003400081.1
OG0004653	XP_061939809.1	XP_006609639.1	XP_086770501.1	XP_043794844.1	XP_001121814.2	XP_003400095.1
OG0004654	XP_016915926.1	XP_006609627.1	XP_003692640.2	XP_043794851.1	XP_006560462.1	XP_003400079.1
OG0004655	XP_016915938.1	XP_006609630.2	XP_003692674.2	XP_043794719.1	XP_003249678.1	XP_048267184.1
OG0004656	XP_016915939.2	XP_006609605.1	XP_012340481.2	XP_043794704.1	XP_006560463.2	XP_048267441.1
OG0004657	XP_028523784.1	XP_006622824.1	XP_012350943.2	XP_043797905.1	XP_006557746.1	XP_003399948.1
OG0004658	XP_061942362.1	XP_031365997.1	XP_086772291.1	XP_043797852.1	XP_026301664.1	XP_048270063.1
OG0004659	XP_016915955.1	XP_031364282.1	XP_086772138.1	XP_043786652.1	XP_016772403.2	XP_048267073.1
OG0004660	XP_016915996.1	XP_006607833.1	XP_086770077.1	XP_043789892.1	XP_396237.5	XP_003397437.2
OG0004661	XP_061942468.1	XP_006611911.1	XP_086767464.1	XP_043786538.1	XP_026301693.1	XP_012173631.2
OG0004662	XP_016915960.2	XP_006611902.2	XP_012347968.2	XP_043786598.1	XP_006559411.2	XP_003402200.1
OG0004663	XP_028523778.2	XP_006620643.2	XP_012339104.2	XP_043786539.1	XP_006561474.1	XP_012173729.1
OG0004664	XP_028523789.1	XP_031368677.1	XP_086767583.1	XP_043786570.1	XP_026301565.1	XP_012173700.2
OG0004665	XP_061942642.1	XP_006620562.1	XP_031775261.2	XP_043786696.1	XP_026301617.1	XP_048270012.1
OG0004666	XP_061942649.1	XP_006620599.1	XP_012347912.1	XP_043786747.1	XP_026301622.1	XP_048270090.1
OG0004667	XP_061942279.1	XP_031369678.1	XP_086772256.1	XP_043797997.1	XP_026301650.1	XP_012170148.1
OG0004668	XP_016915981.2	XP_006620634.1	XP_003697862.3	XP_043784916.1	XP_624667.3	XP_012173791.1
OG0004669	XP_016915987.1	XP_006620626.1	XP_003697879.1	XP_043784558.1	XP_026301574.1	XP_048260274.1
OG0004670	XP_028523769.1	XP_006611264.1	XP_012350783.1	XP_043786656.1	XP_006559462.1	XP_048266664.1
OG0004671	XP_061941884.1	XP_031367423.1	XP_086758801.1	XP_043788868.1	XP_016772027.2	XP_020722749.1
OG0004672	XP_061942564.1	XP_006620527.1	XP_003697869.3	XP_043786658.1	XP_026301561.1	XP_048270058.1
OG0004673	XP_016915999.1	XP_006620628.1	XP_003697883.2	XP_043784866.1	XP_624987.1	XP_012173786.1
OG0004674	XP_016916009.3	XP_031367001.1	XP_086758656.1	XP_043788903.1	XP_016772228.1	XP_020722723.1
OG0004675	XP_016916007.1	XP_006611285.1	XP_031776505.1	XP_043786654.1	XP_003249482.1	XP_003399617.1
OG0004676	XP_016916008.1	XP_006620627.1	XP_012347953.2	XP_043784549.1	XP_026301631.1	XP_012173785.3
